Upstream G:A:V,Downstream G:A:V
commons-io:commons-io:2.4,org.apache.oozie:oozie-sharelib-pig:5.2.0
commons-io:commons-io:2.4,org.apache.oozie:oozie-sharelib-spark:5.2.0
commons-io:commons-io:2.4,org.apache.oozie:oozie-sharelib-sqoop:4.3.1
commons-io:commons-io:2.4,org.apache.openejb:apache-tomee-deb-package:1.5.0
commons-io:commons-io:2.4,org.apache.portals.applications:apa-webcontent2-content-rewriter:2.0
commons-io:commons-io:2.4,org.apache.portals.applications:apa-webcontent2-portlets:2.0
commons-io:commons-io:2.4,org.apache.portals.applications:apa-webcontent2-reverse-proxy:2.0
commons-io:commons-io:2.4,org.apache.ranger:ranger-kms:0.6.1
commons-io:commons-io:2.4,org.apache.royale.compiler:compiler:0.9.1
commons-io:commons-io:2.4,org.apache.royale.compiler:compiler-common:0.9.1
commons-io:commons-io:2.4,org.apache.royale.compiler:compiler-playerglobalc:0.9.8
commons-io:commons-io:2.4,org.apache.royale.compiler:compiler-test-utils:0.9.1
commons-io:commons-io:2.4,org.apache.royale.compiler:royale-maven-plugin:0.9.6
commons-io:commons-io:2.4,org.apache.rya:rya.streams.client:3.2.12-incubating
commons-io:commons-io:2.4,org.apache.samoa:samoa-test:0.4.0-incubating
commons-io:commons-io:2.4,org.apache.shindig:shindig-common:2.5.2
commons-io:commons-io:2.4,org.apache.solr:solr-analysis-extras:5.4.1
commons-io:commons-io:2.4,org.apache.solr:solr-analytics:6.0.1
commons-io:commons-io:2.4,org.apache.stanbol:org.apache.stanbol.commons.cors:1.0.0
commons-io:commons-io:2.4,org.apache.stanbol:org.apache.stanbol.commons.httpqueryheaders:1.0.0
commons-io:commons-io:2.4,org.apache.stanbol:org.apache.stanbol.commons.installer.bundleprovider:1.0.0
commons-io:commons-io:2.4,org.apache.stanbol:org.apache.stanbol.commons.namespaceprefix.provider.prefixcc:1.0.0
commons-io:commons-io:2.4,org.apache.stanbol:org.apache.stanbol.commons.namespaceprefix.service:1.0.0
commons-io:commons-io:2.4,org.apache.stanbol:org.apache.stanbol.commons.opennlp:1.0.0
commons-io:commons-io:2.4,org.apache.taverna.commandline:taverna-commandline-common:3.1.0-incubating
commons-io:commons-io:2.4,org.apache.taverna.commandline:taverna-commandline-launcher:3.1.0-incubating
commons-io:commons-io:2.4,org.apache.taverna.commonactivities:taverna-external-tool-activity:2.1.0-incubating
commons-io:commons-io:2.4,org.apache.taverna.commonactivities:taverna-interaction-activity:2.1.0-incubating
commons-io:commons-io:2.4,org.apache.taverna.engine:taverna-credential-manager-impl:3.1.0-incubating
commons-io:commons-io:2.4,org.apache.tez:tez-api:0.9.1
commons-io:commons-io:2.4,org.apache.tika:tika-app:1.12
commons-io:commons-io:2.4,org.apache.turbine:turbine:4.0
commons-io:commons-io:2.4,org.apache.vxquery:apache-vxquery-core:0.6
commons-io:commons-io:2.4,org.apache.vxquery:apache-vxquery-xtest:0.6
commons-io:commons-io:2.4,org.apache.wayang:wayang-core:0.6.0
commons-io:commons-io:2.4,org.apereo.service.persondir:person-directory-impl:1.8.4
commons-io:commons-io:2.4,org.aperteworkflow:activiti-sample-process:3.0-beta1
commons-io:commons-io:2.4,org.aperteworkflow:aperte-slim-utils:3.2-RC1
commons-io:commons-io:2.4,org.aperteworkflow:aperte-utils:3.2-RC1
commons-io:commons-io:2.4,org.aperteworkflow:application-case:3.2-RC1
commons-io:commons-io:2.4,org.aperteworkflow:application-widgets:3.2-RC1
commons-io:commons-io:2.4,org.aperteworkflow:application-ws:3.2-RC1
commons-io:commons-io:2.4,org.aperteworkflow:application-ws-schema:3.2-RC1
commons-io:commons-io:2.4,org.aperteworkflow:base-widgets:3.0-beta1
commons-io:commons-io:2.4,org.aperteworkflow:bpm-notifications:3.0-beta1
commons-io:commons-io:2.4,org.aperteworkflow:case-management:3.2-RC1
commons-io:commons-io:2.4,org.aperteworkflow:cmis-widget:3.2-RC1
commons-io:commons-io:2.4,org.aperteworkflow:context-help-provider:3.2-RC1
commons-io:commons-io:2.4,org.aperteworkflow:doclist-widget:3.2-RC1
commons-io:commons-io:2.4,org.aperteworkflow:drools-step:3.0-beta1
commons-io:commons-io:2.4,org.aperteworkflow:editor:3.2-RC1
commons-io:commons-io:2.4,org.aperteworkflow:editor-interface:3.0-beta1
commons-io:commons-io:2.4,org.aperteworkflow:email-capture:3.2-RC1
commons-io:commons-io:2.4,org.aperteworkflow:files-capture:3.2-RC1
commons-io:commons-io:2.4,org.aperteworkflow:files-repository:3.2-RC1
commons-io:commons-io:2.4,org.aperteworkflow:global-dictionaries:3.0-beta1
commons-io:commons-io:2.4,org.aperteworkflow:gui-commons:3.0-beta1
commons-io:commons-io:2.4,org.aperteworkflow:history-view:3.0-beta1
commons-io:commons-io:2.4,org.aperteworkflow:incident-process-plugin:3.0-beta1
commons-io:commons-io:2.4,org.aperteworkflow:integration:3.0-beta1
commons-io:commons-io:2.4,org.aperteworkflow:integration-interface:3.0-beta1
commons-io:commons-io:2.4,org.aperteworkflow:integration-liferay:3.2-RC1
commons-io:commons-io:2.4,org.aperteworkflow:interactive-reports:3.2-RC1
commons-io:commons-io:2.4,org.aperteworkflow:jbpm-context:3.2-RC1
commons-io:commons-io:2.4,org.aperteworkflow:jdbc-connector:3.0-beta1
commons-io:commons-io:2.4,org.aperteworkflow:liferay-commons:3.2-RC1
commons-io:commons-io:2.4,org.aperteworkflow:liferay-poc-process:3.0-beta1
commons-io:commons-io:2.4,org.aperteworkflow:log-step:3.0-beta1
commons-io:commons-io:2.4,org.aperteworkflow:model:3.2-RC1
commons-io:commons-io:2.4,org.aperteworkflow:mule-attachment-sample:3.0-beta1
commons-io:commons-io:2.4,org.aperteworkflow:mule-esb-plugin:3.0-beta1
commons-io:commons-io:2.4,org.aperteworkflow:mule-flightsearch-sample:3.2-RC1
commons-io:commons-io:2.4,org.aperteworkflow:process-deadlines:3.2-RC1
commons-io:commons-io:2.4,org.aperteworkflow:sample-mule-step:3.2-RC1
commons-io:commons-io:2.4,org.aperteworkflow:scheduler-integration:3.0-beta1
commons-io:commons-io:2.4,org.aperteworkflow:scripting:3.0-beta1
commons-io:commons-io:2.4,org.aperteworkflow:user-substitution-process:3.0-beta1
commons-io:commons-io:2.4,org.aperteworkflow:user-substitution-step:3.0-beta1
commons-io:commons-io:2.4,org.aperteworkflow:userdata-service:3.2-RC1
commons-io:commons-io:2.4,org.aperteworkflow:userdata-widget:3.2-RC1
commons-io:commons-io:2.4,org.aperteworkflow:webapi:3.0-beta1
commons-io:commons-io:2.4,org.aperteworkflow:xml-utils:3.0-beta1
commons-io:commons-io:2.4,org.appdapter:ext.bundle.semweb4j.jena:1.2.4
commons-io:commons-io:2.4,org.appfuse.plugins:appfuse-maven-plugin:3.0.0
commons-io:commons-io:2.4,org.asciidoctor:asciidoctor-maven-plugin:0.1.2.1
commons-io:commons-io:2.4,org.awake-file:awake-file:1.3.1
commons-io:commons-io:2.4,org.awake-file:awake-file-client:3.1
commons-io:commons-io:2.4,org.awake-file:awake-file-server:3.1
commons-io:commons-io:2.4,org.axonframework:axon-core:3.0-M5
commons-io:commons-io:2.4,org.axonframework:axon-distributed-commandbus:2.0
commons-io:commons-io:2.4,org.azolla.l:org.azolla.l.kwt:1.0.1
commons-io:commons-io:2.4,org.azolla.l:org.azolla.l.ling:1.0.1
commons-io:commons-io:2.4,org.azolla.open:org.azolla.open.ling:1.0.0
commons-io:commons-io:2.4,org.azyva.dragom:dragom-core:0.1.2
commons-io:commons-io:2.4,org.backuity:puppet-module-installer_2.11:2.1.3
commons-io:commons-io:2.4,org.bahmni.module:form2-utils:0.94.1
commons-io:commons-io:2.4,org.bahmni.module:web-clients:0.94.2
commons-io:commons-io:2.4,org.bdgenomics.deca:deca-cli_2.11:0.2.0
commons-io:commons-io:2.4,org.biins:couchbase-auto-views:1.0
commons-io:commons-io:2.4,org.biouno:drmaa-pbs:0.2
commons-io:commons-io:2.4,org.bitbucket.askllc.fermenter:fermenter-mda:1.0.0
commons-io:commons-io:2.4,org.bitbucket.askllc.krausening:krausening:3
commons-io:commons-io:2.4,org.bitbucket.bradleysmithllc.etl-agent:core:1.2.21
commons-io:commons-io:2.4,org.bitbucket.bradleysmithllc.etl-agent:informatica-agent:1.2.22
commons-io:commons-io:2.4,org.bitbucket.bradleysmithllc.etl-agent:server:2.0.1
commons-io:commons-io:2.4,org.bitbucket.goalhub.grammar:languageTools:2.0.3
commons-io:commons-io:2.4,org.bitbucket.goalhub.simpleide:simpleidemodules:2.0.4
commons-io:commons-io:2.4,org.bitbucket.jscl:jscover-legacy-plugin:0.0.3
commons-io:commons-io:2.4,org.bitbucket.lendle:RJBridge:1.0
commons-io:commons-io:2.4,org.bitbucket.lp:maven-svuid-plugin:1.0.0
commons-io:commons-io:2.4,org.bitbucket.memoryi:maven-framework-plugin:2.0.0
commons-io:commons-io:2.4,org.bitbucket.memoryi:mfp:2.0.1
commons-io:commons-io:2.4,org.bitbucket.pshirshov:akka-cdi_2.11:1.0.2
commons-io:commons-io:2.4,org.bitbucket.pshirshov:app-skeleton_2.11:1.0.2
commons-io:commons-io:2.4,org.bitbucket.pshirshov:cassandra_2.11:1.0.1
commons-io:commons-io:2.4,org.bitbucket.pshirshov:commons-cdi_2.11:1.0.2
commons-io:commons-io:2.4,org.bitbucket.pshirshov:commons-config_2.11:1.0.1
commons-io:commons-io:2.4,org.bitbucket.pshirshov:commons-formats_2.11:1.0.1
commons-io:commons-io:2.4,org.bitbucket.pshirshov:commons-test_2.11:1.0.2
commons-io:commons-io:2.4,org.bitbucket.pshirshov:failures_2.11:1.0.1
commons-io:commons-io:2.4,org.bitbucket.pshirshov.izumitk:akka-cdi_2.11:1.0.10
commons-io:commons-io:2.4,org.bitbucket.thinbus:junit-js:1.1.0
commons-io:commons-io:2.4,org.bitbucket.unaszole.xsdnormaliser:xsdnormaliser:0.1.0
commons-io:commons-io:2.4,org.bitbucket.vietduc179:Common:1.1
commons-io:commons-io:2.4,org.bitbucket.vietduc179:z11-common:1.4
commons-io:commons-io:2.4,org.bitsofinfo:hazelcast-etcd-discovery-spi:1.0-RC4-20210205
commons-io:commons-io:2.4,org.bitstrings.maven.plugins:indexer-maven-plugin:1.0
commons-io:commons-io:2.4,org.blocks4j.commons:commons-metrics3:1.2.0
commons-io:commons-io:2.4,org.blocks4j.reconf:reconf-client:3.0.6
commons-io:commons-io:2.4,org.blocks4j.reconf:reconf-infra:3.0.10
commons-io:commons-io:2.4,org.bndly.common.data:org.bndly.common.data.file-system-data-impl:1.0.1
commons-io:commons-io:2.4,org.bremersee:bremersee-sms:1.0.1
commons-io:commons-io:2.4,org.broadinstitute:gatk:4.alpha.2
commons-io:commons-io:2.4,org.broadinstitute:hdf5-java-bindings:1.1.0-hdf5_2.11.0
commons-io:commons-io:2.4,org.broadleafcommerce:broadleaf-common:3.1.5-GA
commons-io:commons-io:2.4,org.brutusin:commons:1.2.2
commons-io:commons-io:2.4,org.btrplace:bench:1.3
commons-io:commons-io:2.4,org.buildobjects:docufier-plugin:0.0.2
commons-io:commons-io:2.4,org.buildobjects:j-maven-plugin:0.1
commons-io:commons-io:2.4,org.bytesoft:bytejta-core:0.5.0-ALPHA11
commons-io:commons-io:2.4,org.bytesoft:bytetcc-core:0.5.0-ALPHA3
commons-io:commons-io:2.4,org.campagnelab.dl:framework:1.2.1
commons-io:commons-io:2.4,org.campagnelab.dl:somatic:1.3.2
commons-io:commons-io:2.4,org.carewebframework:org.carewebframework.api:3.1.1
commons-io:commons-io:2.4,org.carewebframework:org.carewebframework.api.core:5.0.0-RC2
commons-io:commons-io:2.4,org.carewebframework:org.carewebframework.common:5.0.0-RC2
commons-io:commons-io:2.4,org.carewebframework:org.carewebframework.mvn.plugin.core:5.0.0-RC4
commons-io:commons-io:2.4,org.carewebframework:org.carewebframework.ui:3.1.0
commons-io:commons-io:2.4,org.carewebframework:org.carewebframework.ui.core:5.0.0-RC4
commons-io:commons-io:2.4,org.carlspring.maven:maven-commons:1.2
commons-io:commons-io:2.4,org.cethos.tools:ninebatch:1.1.2
commons-io:commons-io:2.4,org.cethos.tools:ninepatch-convert:1.0.0
commons-io:commons-io:2.4,org.chtijbug.drools:drools-framework-common:1.5.1
commons-io:commons-io:2.4,org.chtijbug.drools:drools-framework-rest-guvnor:1.1.0.17-1
commons-io:commons-io:2.4,org.cip4.lib.xjdf:xJdfLib:0.4
commons-io:commons-io:2.4,org.cip4.lib.xprinttalk:xPrintTalkLib:0.14.1
commons-io:commons-io:2.4,org.cleartk:cleartk-test-util:2.0.0
commons-io:commons-io:2.4,org.cleartk:cleartk-util:0.9.0
commons-io:commons-io:2.4,org.cloudgraph:cloudgraph-rdb:1.3.2
commons-io:commons-io:2.4,org.clueweb:clueweb-tools:0.3
commons-io:commons-io:2.4,org.clulab:pdf2txt-scienceparse_2.11:1.1.3
commons-io:commons-io:2.4,org.clulab:pdf2txt-scienceparse_2.12:1.1.1
commons-io:commons-io:2.4,org.clulab:reach-assembly_2.11:0.0.1
commons-io:commons-io:2.4,org.clulab:reach-main_2.11:1.5.0
commons-io:commons-io:2.4,org.clulab:reach-main_2.12:1.6.1
commons-io:commons-io:2.4,org.clulab:reach_2.11:1.2.1
commons-io:commons-io:2.4,org.codeartisans:proxilet:1.0
commons-io:commons-io:2.4,org.codehaus.griffon:griffon-cli:1.4.0
commons-io:commons-io:2.4,org.codehaus.izpack:izpack-compiler:5.0.6
commons-io:commons-io:2.4,org.codehaus.izpack:izpack-core:5.0.9
commons-io:commons-io:2.4,org.codehaus.izpack:izpack-event:5.0.2
commons-io:commons-io:2.4,org.codehaus.izpack:izpack-maven-plugin:5.0.3
commons-io:commons-io:2.4,org.codehaus.izpack:izpack-panel:5.0.2
commons-io:commons-io:2.4,org.codehaus.mojo:appassembler-maven-plugin:2.0.0
commons-io:commons-io:2.4,org.codehaus.xsite:xsite-core:1.3
commons-io:commons-io:2.4,org.codelibs:elasticsearch-indexing-proxy:5.6.4
commons-io:commons-io:2.4,org.codelibs:jhighlight:1.0.3
commons-io:commons-io:2.4,org.codelibs.fess:fess-crawler:1.0.8
commons-io:commons-io:2.4,org.codelibs.robot:s2-robot:0.8.1
commons-io:commons-io:2.4,org.codelibs.robot:s2robot:1.0.0-beta1
commons-io:commons-io:2.4,org.coderu:coderu-core:1.1.0
commons-io:commons-io:2.4,org.cogchar:ext.bundle.ontoware:1.1.3
commons-io:commons-io:2.4,org.cogchar:org.cogchar.bundle.core:1.1.1
commons-io:commons-io:2.4,org.colapietro.maven.plugins:nativedependencies-maven-plugin:0.2.0
commons-io:commons-io:2.4,org.commonjava.aprox:aprox-client-core-java:0.23.1
commons-io:commons-io:2.4,org.commonjava.cartographer:cartographer-rest-ftests:0.12.0
commons-io:commons-io:2.4,org.commonjava.indy.boot:indy-booter-api:1.1.4
commons-io:commons-io:2.4,org.commonjava.maven.atlas:atlas-driver-neo4j-embedded:0.15.1
commons-io:commons-io:2.4,org.commonjava.maven.atlas:atlas-ftests-neo4j:0.15.2
commons-io:commons-io:2.4,org.commonjava.maven.ext:pom-manipulation-cli:1.17
commons-io:commons-io:2.4,org.commonjava.rwx:rwx-http:1.1
commons-io:commons-io:2.4,org.commonjava.shelflife:shelflife-filer:0.2
commons-io:commons-io:2.4,org.commonjava.shelflife:shelflife-store-flat:0.5.1
commons-io:commons-io:2.4,org.commonjava.shelflife:shelflife-store-infinispan:0.2
commons-io:commons-io:2.4,org.commonjava.shelflife:shelflife-store-memory:0.6.3
commons-io:commons-io:2.4,org.commonjava.test:compiler-test-fixture:0.2
commons-io:commons-io:2.4,org.commonjava.util:configuration-api:0.8
commons-io:commons-io:2.4,org.commonjava.util:configuration-dotconf:0.6.3
commons-io:commons-io:2.4,org.commonjava.util:http-testserver:1.1
commons-io:commons-io:2.4,org.commonjava.util:jhttpc:1.10
commons-io:commons-io:2.4,org.commonjava.util:o11yphant-honeycomb:1.0
commons-io:commons-io:2.4,org.commonjava.util:o11yphant-honeycomb-api:1.3
commons-io:commons-io:2.4,org.commonjava.util:o11yphant-honeycomb-core:1.3
commons-io:commons-io:2.4,org.commonjava.vertx:vabr-api:1.10
commons-io:commons-io:2.4,org.commonjava.vertx:vabr-tests:1.12
commons-io:commons-io:2.4,org.commonjava.web:json-serialization:0.6
commons-io:commons-io:2.4,org.commonjava.web:webdav-handler-vertx:3.1.2
commons-io:commons-io:2.4,org.copper-engine:cassandra-storage:4.1.1
commons-io:commons-io:2.4,org.copper-engine:copper-ext:4.1.0
commons-io:commons-io:2.4,org.cornutum.tcases:tcases-io:3.2.1
commons-io:commons-io:2.4,org.cornutum.tcases:tcases-lib:1.2.2
commons-io:commons-io:2.4,org.corpus-tools:pepper-framework:3.5.2
commons-io:commons-io:2.4,org.corpus-tools:pepper-lib:3.1.0
commons-io:commons-io:2.4,org.corpus-tools:pepper-newModule:3.5.2
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-ANNISModules:2.0.9
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-CoNLLCorefModules:1.0.0
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-CoNLLModules:2.1.0
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-CoraXMLModules:1.1.7
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-EXMARaLDAModules:1.3.1
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-ElanModules:1.1.5
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-FALKOModules:1.1.8
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-FLExModules:1.0.1
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-GATEModules:1.0.2
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-GenericXMLModules:1.1.7
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-GrAFModules:2.0.6
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-GraphAnnoModules:1.1.7
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-HeadMarkerModule:1.0.0
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-MMAX2Modules:1.0.8
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-MergingModules:1.1.0
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-ModuleBox:1.0.2
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-MoverModule:1.0.0
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-PAULAModules:1.2.2
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-PTBModules:1.0.6
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-PerseusModules:0.0.9
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-RSDModules:1.0.0
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-RSTModules:0.1.0
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-SaltInfoModules:1.0.7
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-SampleModules:3.0.0
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-SpreadsheetModules:0.0.6
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-TEIModules:2.0.0
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-TigerModules:2.0.7
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-ToolboxModules:1.0.3
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-TreetaggerModules:2.0.0
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-TueBaDZModules:0.0.9
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-UAMModules:0.0.9
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-WebannoTSVModules:1.0.4
commons-io:commons-io:2.4,org.corpus-tools:pepperModules-nlpModules:1.1.7
commons-io:commons-io:2.4,org.craftercms:crafter-commons:2.2.7
commons-io:commons-io:2.4,org.craftercms:crafter-commons-entitlements:2.5.3.1
commons-io:commons-io:2.4,org.craftercms:crafter-commons-mongo:2.5.10
commons-io:commons-io:2.4,org.craftercms:crafter-commons-security:2.4.1
commons-io:commons-io:2.4,org.craftercms:crafter-commons-utilities:v2.5.0-Beta5
commons-io:commons-io:2.4,org.craftercms:crafter-core:2.5.17
commons-io:commons-io:2.4,org.craftercms.social:social-client-proxy:2.5.4
commons-io:commons-io:2.4,org.craftsmenlabs.gareth:gareth-antlr:0.8.1
commons-io:commons-io:2.4,org.craftsmenlabs.gareth:gareth-api:0.6.0
commons-io:commons-io:2.4,org.craftsmenlabs.gareth:gareth-core:0.8.4
commons-io:commons-io:2.4,org.craftsmenlabs.gareth:gareth-http-json-persistence:0.8.7
commons-io:commons-io:2.4,org.craftsmenlabs.gareth:gareth-json-persistence:0.8.3
commons-io:commons-io:2.4,org.craftsmenlabs.gareth.examples:gareth-example:0.8.4
commons-io:commons-io:2.4,org.craftsmenlabs.gareth.rest:gareth-rest:0.8.4
commons-io:commons-io:2.4,org.craftsmenlabs.gareth.rest.example:gareth-rest-example:0.8.0
commons-io:commons-io:2.4,org.craftsmenlabs.scheduler.akka:gareth-scheduler-akka:0.7.0
commons-io:commons-io:2.4,org.cryptable.zap:zap-maven-plugin:1.6
commons-io:commons-io:2.4,org.cryptonode.jncryptor:jncryptor:0.3
commons-io:commons-io:2.4,org.csc:phynixx-common:2.0.0
commons-io:commons-io:2.4,org.csc:phynixx-logger:2.0.1
commons-io:commons-io:2.4,org.cukesalad:CukeCassandraSalad:1.0.0
commons-io:commons-io:2.4,org.cukesalad:CukeDBSalad:1.0.0
commons-io:commons-io:2.4,org.cukesalad:CukeRestSalad:1.0.3
commons-io:commons-io:2.4,org.culturegraph:metafacture-core:2.0.0
commons-io:commons-io:2.4,org.cyclopsgroup:gitcon:0.0.1
commons-io:commons-io:2.4,org.cyclopsgroup:kaufman-beans:0.0.3
commons-io:commons-io:2.4,org.dasein:dasein-cloud-core:2015.03.1
commons-io:commons-io:2.4,org.dashbuilder:dashbuilder-dataset-cdi:0.6.0.Beta4
commons-io:commons-io:2.4,org.dashbuilder:dashbuilder-dataset-core:0.6.0.Beta1
commons-io:commons-io:2.4,org.dashbuilder:dashbuilder-services:0.6.0.Beta2
commons-io:commons-io:2.4,org.dataone:d1_common_java:2.4.1
commons-io:commons-io:2.4,org.datavec:datavec-api:1.0.0-beta
commons-io:commons-io:2.4,org.datavec:datavec-cli:0.4.0
commons-io:commons-io:2.4,org.datavec:datavec-hadoop:0.8.0
commons-io:commons-io:2.4,org.dbflute:dbflute-maven-plugin:1.1.0-RC1
commons-io:commons-io:2.4,org.dbpedia.spotlight:index:1.0
commons-io:commons-io:2.4,org.dd4t:dd4t-core:2.1.0-beta
commons-io:commons-io:2.4,org.dd4t:dd4t-databind:2.1.0-beta6
commons-io:commons-io:2.4,org.dd4t:dd4t-mvc-support:2.0.7
commons-io:commons-io:2.4,org.deeplearning4j:arbiter-core:0.7.0
commons-io:commons-io:2.4,org.deeplearning4j:deeplearning4j-core:0.8.0
commons-io:commons-io:2.4,org.deeplearning4j:deeplearning4j-nn:0.8.0
commons-io:commons-io:2.4,org.deeplearning4j:deeplearning4j-scaleout-akka:0.4-rc3.4
commons-io:commons-io:2.4,org.deeplearning4j:deeplearning4j-scaleout-akka__2.10:0.4-rc3.10
commons-io:commons-io:2.4,org.deeplearning4j:deeplearning4j-scaleout-akka__2.11:0.4.0
commons-io:commons-io:2.4,org.deeplearning4j:deeplearning4j-ui:0.4.0
commons-io:commons-io:2.4,org.deeplearning4j:deeplearning4j-ui-components:0.8.0
commons-io:commons-io:2.4,org.deeplearning4j:deeplearning4j-ui-resources:0.7.1
commons-io:commons-io:2.4,org.deeplearning4j:deeplearning4j-ui_2.10:1.0.0-alpha
commons-io:commons-io:2.4,org.deeplearning4j:deeplearning4j-ui_2.11:0.9.1
commons-io:commons-io:2.4,org.digidoc4j:digidoc4j:1.0.5
commons-io:commons-io:2.4,org.digidoc4j.dss:dss-model:4.7.RC1.d4j.1
commons-io:commons-io:2.4,org.dkpro.c4corpus:dkpro-c4corpus-language:1.0.0
commons-io:commons-io:2.4,org.dkpro.c4corpus:dkpro-c4corpus-license:1.0.0
commons-io:commons-io:2.4,org.dkpro.lab:dkpro-lab-core:0.13.0
commons-io:commons-io:2.4,org.dkpro.meta:dkpro-meta-core:0.1.0
commons-io:commons-io:2.4,org.dkpro.tc:dkpro-tc-api-features:0.9.0
commons-io:commons-io:2.4,org.dkpro.tc:dkpro-tc-core:0.8.0
commons-io:commons-io:2.4,org.dkpro.tc:dkpro-tc-features:0.8.0
commons-io:commons-io:2.4,org.dkpro.tc:dkpro-tc-ml-crfsuite:0.8.0
commons-io:commons-io:2.4,org.dkpro.tc:dkpro-tc-ml-liblinear:0.8.0
commons-io:commons-io:2.4,org.dkpro.tc:dkpro-tc-ml-libsvm:0.9.0
commons-io:commons-io:2.4,org.dkpro.tc:dkpro-tc-ml-mallet:0.8.0
commons-io:commons-io:2.4,org.dkpro.tc:dkpro-tc-ml-svmhmm:0.8.0
commons-io:commons-io:2.4,org.docetproject:docet-core:0.17.0
commons-io:commons-io:2.4,org.docx4j:docx4j:3.3.0
commons-io:commons-io:2.4,org.drools:drools-examples:7.0.0.Beta2
commons-io:commons-io:2.4,org.drools:drools-wb-jcr2vfs-migration-core:6.0.0.Beta5
commons-io:commons-io:2.4,org.drools.planner:drools-planner-benchmark:6.0.0.Alpha9
commons-io:commons-io:2.4,org.drools.planner:drools-planner-core:6.0.0.Alpha6
commons-io:commons-io:2.4,org.dspace:dspace-api:6.0-rc3
commons-io:commons-io:2.4,org.dspace:xoai:3.3.0
commons-io:commons-io:2.4,org.dspace:xoai-common:4.2.0
commons-io:commons-io:2.4,org.dstadler:commons-dost:1.0.0.16
commons-io:commons-io:2.4,org.duracloud:auditor:4.1.7
commons-io:commons-io:2.4,org.duracloud:chunk:4.1.2
commons-io:commons-io:2.4,org.duracloud:common:4.1.0
commons-io:commons-io:2.4,org.duracloud:common-json:4.2.4
commons-io:commons-io:2.4,org.duracloud:common-rest:4.2.6
commons-io:commons-io:2.4,org.duracloud:manifest:4.4.3
commons-io:commons-io:2.4,org.duracloud:manifeststitch:4.4.1
commons-io:commons-io:2.4,org.duracloud:reporter:3.6.0
commons-io:commons-io:2.4,org.duracloud:retrievaltool:4.4.4
commons-io:commons-io:2.4,org.duracloud:stitch:4.3.5
commons-io:commons-io:2.4,org.duracloud:storeclient:3.2.2
commons-io:commons-io:2.4,org.duracloud:syncoptimize:3.2.3
commons-io:commons-io:2.4,org.duracloud:synctool:4.2.5
commons-io:commons-io:2.4,org.duracloud:synctoolui:3.4.0
commons-io:commons-io:2.4,org.duracloud:uploadtool:3.2.0
commons-io:commons-io:2.4,org.duracloud.mill:auditlog-generator:2.0.1
commons-io:commons-io:2.4,org.dynamoframework:dynamo-spring:1.0.1
commons-io:commons-io:2.4,org.easetech:easytest:0.6.3
commons-io:commons-io:2.4,org.easetech:easytest-core:0.8
commons-io:commons-io:2.4,org.easybatch:easybatch-tutorials:3.0.0
commons-io:commons-io:2.4,org.echocat.marquardt:authority:0.6
commons-io:commons-io:2.4,org.echocat.marquardt:client:0.9
commons-io:commons-io:2.4,org.echocat.marquardt:common:0.6
commons-io:commons-io:2.4,org.echocat.marquardt:example:0.6
commons-io:commons-io:2.4,org.echocat.marquardt:service:0.13
commons-io:commons-io:2.4,org.eclipse.hawkbit:hawkbit-artifact-repository-filesystem:0.2.0M3
commons-io:commons-io:2.4,org.eclipse.hawkbit:hawkbit-mgmt-resource:0.2.0M1
commons-io:commons-io:2.4,org.eclipse.jemo:eclipse-jemo-maven-plugin:1.2
commons-io:commons-io:2.4,org.eclipse.leshan:leshan-bs-server:0.1.11-M3
commons-io:commons-io:2.4,org.eclipse.leshan:leshan-bsserver-demo:1.0.0-M1
