CVE,UPSTREAM G:A:V,DOWNSTREAM G:A:V,DOWNSTREAM REPO,COMMIT
CVE-2018-1002200,org.codehaus.plexus:plexus-archiver,com.github.alexcojocaru:elasticsearch-maven-plugin,alexcojocaru/elasticsearch-maven-plugin,https://github.com/alexcojocaru/elasticsearch-maven-plugin/commit/850a58d9bde858e3d317ebeb27cb9196d7f21941
CVE-2018-1002200,org.codehaus.plexus:plexus-archiver,com.github.veithen.phos:jacoco-maven-plugin,veithen/phos,https://github.com/veithen/phos/commit/34aefad4d05b41ce363c4220dad24b1bb5de1b7f
CVE-2011-2894,org.springframework:spring-core,org.springframework.webflow:spring-binding,spring-projects/spring-webflow,https://github.com/spring-projects/spring-webflow/commit/dddcf7a25810420b243496822a31f33b91e32eaf
CVE-2011-2894,org.springframework:spring-core,net.javacrumbs:smock-http-metro,lukas-krecan/smock,https://github.com/lukas-krecan/smock/commit/c145d3b75b51570ffab85455bdde524ccff2b370
CVE-2011-2894,org.springframework:spring-core,org.springframework.amqp:spring-amqp,spring-projects/spring-amqp,https://github.com/spring-projects/spring-amqp/commit/9a4dffe2acca32dd3718d61ed58d98b3d1a45e98
CVE-2011-2894,org.springframework:spring-core,org.geomajas.widget:geomajas-widget-searchandfilter,geomajas/geomajas-project-client-gwt,https://github.com/geomajas/geomajas-project-client-gwt/commit/f2fb61346f450927312fda9d38589e68097ac532
CVE-2011-2894,org.springframework:spring-core,org.archive.heritrix:heritrix-commons,internetarchive/heritrix3,https://github.com/internetarchive/heritrix3/commit/5f52a14afcb08b788213eed986d9cc3e47438d80
CVE-2011-2894,org.springframework:spring-core,org.javasimon:javasimon-spring,virgo47/javasimon,https://github.com/virgo47/javasimon/commit/dbf0fc08e16086964cd7b1213a722fa4037f4371
CVE-2011-2894,org.springframework:spring-core,org.webframe:wf-web,fqntxmqee/webframe,https://github.com/fqntxmqee/webframe/commit/15152ae9a52059458de072318e9f2ceb1e5c8ead
CVE-2011-2894,org.springframework:spring-core,org.fishwife:jrugged-spring,Comcast/jrugged,https://github.com/Comcast/jrugged/commit/76777e9b25088b1afa8ebf711f727c5633636e0b
CVE-2011-2894,org.springframework:spring-core,com.custardsource.parfait:parfait-jmx,performancecopilot/parfait,https://github.com/performancecopilot/parfait/commit/ac6d15595c23225c45e222b2ad52c5156cd7bb62
CVE-2011-2894,org.springframework:spring-core,org.springframework.ldap:spring-ldap-ldif-batch,SpringSource/spring-ldap,https://github.com/SpringSource/spring-ldap/commit/63692ed30a11414ae3b03678c29a453f3c70b35d
CVE-2011-2894,org.springframework:spring-core,org.springframework.ws:spring-ws-core,spring-projects/spring-ws,https://github.com/spring-projects/spring-ws/commit/6e3ce6a05a1166fd95bcc82dda2acd43712ebc9e
CVE-2011-2894,org.springframework:spring-core,org.springframework.ldap:spring-ldap-ldif-core,spring-projects/spring-ldap,https://github.com/spring-projects/spring-ldap/commit/63692ed30a11414ae3b03678c29a453f3c70b35d
CVE-2011-2894,org.springframework:spring-core,org.powermock.examples:powermock-examples-spring-mockito-xml,jayway/powermock,https://github.com/jayway/powermock/commit/8c605c6fbcb74e726c0c53d17c9a417048b90c20
CVE-2011-2894,org.springframework:spring-core,org.jdal:jdal-swing,chelu/jdal,https://github.com/chelu/jdal/commit/a406fb4044df647d91d292be877b6b3fa477e73b
CVE-2011-2894,org.springframework:spring-core,org.mybatis:mybatis-spring,mybatis/spring,https://github.com/mybatis/spring/commit/3aeea8a72ee55fa07ea66006af8665891b01ac82
CVE-2011-2894,org.springframework:spring-core,com.davidkarlsen.commonstransaction.spring:commons-transaction-spring,davidkarlsen/Commons-Transaction-Spring-Integration,https://github.com/davidkarlsen/Commons-Transaction-Spring-Integration/commit/00e5130a11b01f4c17fb94945b4ab41a9f91dfc1
CVE-2011-2894,org.springframework:spring-core,org.ektorp:org.ektorp.spring,helun/Ektorp,https://github.com/helun/Ektorp/commit/c032e61ec240961e0a6c67910a6e4f9b636ab4dc
CVE-2011-2894,org.springframework:spring-core,com.gwtplatform:gwtp-dispatch-server-spring,ArcBees/GWTP,https://github.com/ArcBees/GWTP/commit/fbe426e92d88ea9abef49d489b6223b4e0fcfaee
CVE-2011-2894,org.springframework:spring-core,org.connid.bundles.soap:utilities,Tirasa/ConnIdSOAPBundle,https://github.com/Tirasa/ConnIdSOAPBundle/commit/263957edc59a7f5828544bb13bf18f66af51b3e6
CVE-2011-2894,org.springframework:spring-core,org.dspace:dspace-xmlui-wing,DSpace/DSpace,https://github.com/DSpace/DSpace/commit/083eeb186e6ae21abbef460c3ba0d6a90a8dbe79
CVE-2011-2894,org.springframework:spring-core,org.fcrepo:fcrepo-server,fcrepo3/fcrepo,https://github.com/fcrepo3/fcrepo/commit/4749a229dd13f645323a34c4867ab9e4105e1a09
CVE-2020-5408,org.springframework.security:spring-security-core,org.appng:appng-core,appNG/appng,https://github.com/appNG/appng/commit/0a7d83831c77a0980816b47ad1966bec30721820
CVE-2020-5408,org.springframework.security:spring-security-core,at.researchstudio.sat:won-owner,researchstudio-sat/webofneeds,https://github.com/researchstudio-sat/webofneeds/commit/58ac70152da0abc2926cb9070c3452345acefeb1
CVE-2020-5408,org.springframework.security:spring-security-core,com.kerb4j:kerb4j-server-spring-security,bedrin/kerb4j,https://github.com/bedrin/kerb4j/commit/4c7af0766714330e13f78bab68895a68f7f0ab4d
CVE-2016-4993,io.undertow:undertow-core,io.mangoo:mangooio-core,svenkubiak/mangooio,https://github.com/svenkubiak/mangooio/commit/6e8b20d649ada97af8b336af7f00417384ad29e5
CVE-2016-4993,io.undertow:undertow-core,org.keycloak:keycloak-undertow-adapter,keycloak/keycloak,https://github.com/keycloak/keycloak/commit/c4f172afe79e1546ca290645c58fac68620708e1
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,org.codelibs:jcifs,codelibs/jcifs,https://github.com/codelibs/jcifs/commit/3240b186dd9b8ef06e64ddad80d48e59baf026e6
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,org.sejda:sejda-sambox,torakiki/sejda,https://github.com/torakiki/sejda/commit/2bb4f7d86c2e8229b06732a10686ca672a7462cf
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,io.github.in-toto:in-toto,in-toto/in-toto-java,https://github.com/in-toto/in-toto-java/commit/98bd334e042059b1b6a262bdc5701715a3d6d1ed
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,dev.paseto:jpaseto-bouncy-castle,paseto-toolkit/jpaseto,https://github.com/paseto-toolkit/jpaseto/commit/77a24983834999f2b8627eb64299e2c2b8aeba4b
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,com.sendgrid:sendgrid-java,sendgrid/sendgrid-java,https://github.com/sendgrid/sendgrid-java/commit/ab6708168678b7f7130e363e6f8448b1f0609186
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,org.jitsi:zrtp4j-light,jitsi/zrtp4j,https://github.com/jitsi/zrtp4j/commit/501679796d5d2b6004bc26cad7937aa3d0d5591d
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,com.datasonnet:datasonnet-mapper,datasonnet/datasonnet-mapper,https://github.com/datasonnet/datasonnet-mapper/commit/8d02158ea5ce837e3df806e72517cb70da45a002
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,dnsjava:dnsjava,dnsjava/dnsjava,https://github.com/dnsjava/dnsjava/commit/48eae36fd96a76d1845a80c58f7b29112ded155b
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,no.digipost:digipost-api-client-java,digipost/digipost-api-client-java,https://github.com/digipost/digipost-api-client-java/commit/6cf6bdfcec6db4da606135c5cd4994e8fbcf6325
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,org.smallmind:smallmind-ansible,zenbones/SmallMind,https://github.com/zenbones/SmallMind/commit/83d87a502816e4b2071847af42f78c3eb4a9f0e9
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,io.mangoo:mangooio-core,svenkubiak/mangooio,https://github.com/svenkubiak/mangooio/commit/ec2256658c46067318cea849f3742e7ed046d4ea
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,com.godaddy.asherah:appencryption,godaddy/asherah,https://github.com/godaddy/asherah/commit/b1ac682dce31d89114363bc6efeda821c4dd5bdb
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,com.silamoney.client:SilamoneySDK,Sila-Money/sila-sdk-java,https://github.com/Sila-Money/sila-sdk-java/commit/21456af730e1019f3fd9dc0453dbb9a0d94cef2a
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,com.github.shalousun:common-util,shalousun/ApplicationPower,https://github.com/shalousun/ApplicationPower/commit/e822b87a4a86e017a71008bf26a353971a4d953f
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,eu.agno3.jcifs:jcifs-ng,AgNO3/jcifs-ng,https://github.com/AgNO3/jcifs-ng/commit/3240b186dd9b8ef06e64ddad80d48e59baf026e6
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,org.shredzone.acme4j:acme4j-utils,shred/acme4j,https://github.com/shred/acme4j/commit/91898ed7d195b00d61101e17c6b356d5e18028b1
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,org.jitsi:jitsi-srtp,jitsi/jitsi-srtp,https://github.com/jitsi/jitsi-srtp/commit/bbf37c075173a469390e1bfa05047e2b681c795c
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,dev.jlibra:jlibra-core,ketola/jlibra,https://github.com/ketola/jlibra/commit/2dddd9c0e1b293a921356902df5e314eadc0a6be
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,com.esaulpaugh:headlong,esaulpaugh/headlong,https://github.com/esaulpaugh/headlong/commit/1419667e70c5060c86b30cc40702a8b8959062f3
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,de.captaingoldfish:scim-sdk-client,Captain-P-Goldfish/SCIM,https://github.com/Captain-P-Goldfish/SCIM/commit/78f8c1de25d1129dcc37262a27947765cef746d7
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,technology.tabula:tabula,tabulapdf/tabula-java,https://github.com/tabulapdf/tabula-java/commit/39253c5963b5506f1a302dc53d7976997765527a
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,org.drasyl:drasyl-core,drasyl-overlay/drasyl,https://github.com/drasyl-overlay/drasyl/commit/cb9d739d8b6b7e445f834110556e2932a3532517
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,com.helger:ph-bc,phax/ph-commons,https://github.com/phax/ph-commons/commit/63f8616a37d2792b1e3899ebf2f6a423fd9fb395
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,net.sf.openas2:openas2-server,OpenAS2/OpenAs2App,https://github.com/OpenAS2/OpenAs2App/commit/7678c5a1c9c06cf47985f76c7764808466dc5760
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,org.pac4j:pac4j-jwt,pac4j/pac4j,https://github.com/pac4j/pac4j/commit/335aa776ab396eef9f261df0ee54b473567a4b57
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,cn.hyperchain:litesdk,hyperchain/javasdk,https://github.com/hyperchain/javasdk/commit/e7e2ccbb1c12233f7d35b69b33bdc58f9736b054
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,com.amazon.opendistroforelasticsearch:opendistro_security,opendistro-for-elasticsearch/security,https://github.com/opendistro-for-elasticsearch/security/commit/b40ca118c3acc544b8a0fb5a260ab82e3b5cb885
CVE-2020-28052,org.bouncycastle:bcprov-jdk15on,net.ripe.rpki:rpki-commons,RIPE-NCC/rpki-commons,https://github.com/RIPE-NCC/rpki-commons/commit/23f91815af79c31b3e2f289f3b7a33b02766f939
CVE-2013-2186,commons-fileupload:commons-fileupload,com.googlecode.gwtupload:jsupload,manolo/gwtupload,https://github.com/manolo/gwtupload/commit/5741a197ca47034845027b498a63d895b9f118e9
CVE-2013-2186,commons-fileupload:commons-fileupload,ca.carleton.gcrc:nunaliit2-upload,GCRC/nunaliit,https://github.com/GCRC/nunaliit/commit/ea831784f6dc09460cb4eaff9deb2a38296f105a
CVE-2013-2186,commons-fileupload:commons-fileupload,com.britesnow:snow,BriteSnow/snow,https://github.com/BriteSnow/snow/commit/ac162f367c367792f95ebb6fede327c2b0c7eed6
CVE-2013-2186,commons-fileupload:commons-fileupload,org.dspace:dspace-api,DSpace/DSpace,https://github.com/DSpace/DSpace/commit/3a2c5c0524fd38ad423635fdb5b4877633407538
CVE-2013-2186,commons-fileupload:commons-fileupload,com.googlecode.the-fascinator.plugins:plugin-transformer-ice2,the-fascinator/the-fascinator,https://github.com/the-fascinator/the-fascinator/commit/528ac8a8e621d1c291b36a338712d0e1b494f6f2
CVE-2013-2186,commons-fileupload:commons-fileupload,org.primefaces:primefaces,primefaces/primefaces,https://github.com/primefaces/primefaces/commit/616c191a663ebcaf197e33fa46cb176e0f6f61eb
CVE-2013-2186,commons-fileupload:commons-fileupload,org.everrest:everrest-core,codenvy/everrest,https://github.com/codenvy/everrest/commit/8d5f1814b82f21f49115026b97c358df4cb2b788
CVE-2013-2186,commons-fileupload:commons-fileupload,com.alibaba.citrus:citrus-webx-all,webx/citrus,https://github.com/webx/citrus/commit/2d897b322cf39f059a66ffe21d236c3e974f6fe3
CVE-2013-2186,commons-fileupload:commons-fileupload,org.broadleafcommerce:broadleaf-open-admin-platform,BroadleafCommerce/BroadleafCommerce,https://github.com/BroadleafCommerce/BroadleafCommerce/commit/a711ad498677ee52f398a805a64b71e7b4727a12
CVE-2013-2186,commons-fileupload:commons-fileupload,org.duracloud:common-rest,duracloud/duracloud,https://github.com/duracloud/duracloud/commit/751c0031ebcecb06ac24eecb5f72d3c765e4ee73
CVE-2013-2186,commons-fileupload:commons-fileupload,com.googlecode.gwtupload:jsupload,manolo/gwtupload,https://github.com/manolo/gwtupload/commit/5741a197ca47034845027b498a63d895b9f118e9
CVE-2013-2186,commons-fileupload:commons-fileupload,ca.carleton.gcrc:nunaliit2-upload,GCRC/nunaliit,https://github.com/GCRC/nunaliit/commit/ea831784f6dc09460cb4eaff9deb2a38296f105a
CVE-2013-2186,commons-fileupload:commons-fileupload,com.britesnow:snow,BriteSnow/snow,https://github.com/BriteSnow/snow/commit/ac162f367c367792f95ebb6fede327c2b0c7eed6
CVE-2013-2186,commons-fileupload:commons-fileupload,org.dspace:dspace-api,DSpace/DSpace,https://github.com/DSpace/DSpace/commit/3a2c5c0524fd38ad423635fdb5b4877633407538
CVE-2013-2186,commons-fileupload:commons-fileupload,com.googlecode.the-fascinator.plugins:plugin-transformer-ice2,the-fascinator/the-fascinator,https://github.com/the-fascinator/the-fascinator/commit/528ac8a8e621d1c291b36a338712d0e1b494f6f2
CVE-2013-2186,commons-fileupload:commons-fileupload,org.primefaces:primefaces,primefaces/primefaces,https://github.com/primefaces/primefaces/commit/616c191a663ebcaf197e33fa46cb176e0f6f61eb
CVE-2013-2186,commons-fileupload:commons-fileupload,org.everrest:everrest-core,codenvy/everrest,https://github.com/codenvy/everrest/commit/8d5f1814b82f21f49115026b97c358df4cb2b788
CVE-2013-2186,commons-fileupload:commons-fileupload,com.alibaba.citrus:citrus-webx-all,webx/citrus,https://github.com/webx/citrus/commit/2d897b322cf39f059a66ffe21d236c3e974f6fe3
CVE-2013-2186,commons-fileupload:commons-fileupload,org.broadleafcommerce:broadleaf-open-admin-platform,BroadleafCommerce/BroadleafCommerce,https://github.com/BroadleafCommerce/BroadleafCommerce/commit/a711ad498677ee52f398a805a64b71e7b4727a12
CVE-2013-2186,commons-fileupload:commons-fileupload,org.duracloud:common-rest,duracloud/duracloud,https://github.com/duracloud/duracloud/commit/751c0031ebcecb06ac24eecb5f72d3c765e4ee73
CVE-2014-6439,org.elasticsearch:elasticsearch,com.code972:elasticsearch-analysis-hebrew,synhershko/elasticsearch-analysis-hebrew,https://github.com/synhershko/elasticsearch-analysis-hebrew/commit/d1a5b81c74b7bf1ef1bbd10831c2e053c28dbf4f
CVE-2014-6439,org.elasticsearch:elasticsearch,com.digitalpebble:storm-crawler,DigitalPebble/storm-crawler,https://github.com/DigitalPebble/storm-crawler/commit/b2b6f87eb9863fdb736598f3ba0927da313f0db8
CVE-2014-6439,org.elasticsearch:elasticsearch,fr.pilato.elasticsearch.river:rssriver,dadoonet/rssriver,https://github.com/dadoonet/rssriver/commit/820209d0b16ad624d93509a8135c1bdb55f4f7eb
CVE-2014-6439,org.elasticsearch:elasticsearch,com.englishtown:vertx-mod-elasticsearch,englishtown/vertx-mod-elasticsearch,https://github.com/englishtown/vertx-mod-elasticsearch/commit/056c4078fab8d1cfe3c76566da02613e805848f7
CVE-2014-6439,org.elasticsearch:elasticsearch,org.codelibs:elasticsearch-solr-api,codelibs/elasticsearch-solr-api,https://github.com/codelibs/elasticsearch-solr-api/commit/9a5b4b693574a09bcfe1a8f6b3694c4774cdd928
CVE-2014-6439,org.elasticsearch:elasticsearch,org.codelibs:elasticsearch-dataformat,codelibs/elasticsearch-dataformat,https://github.com/codelibs/elasticsearch-dataformat/commit/c084fd52c58adda00bd43d19d3a62b4661361c2a
CVE-2014-6439,org.elasticsearch:elasticsearch,fr.pilato.spring:spring-elasticsearch,dadoonet/spring-elasticsearch,https://github.com/dadoonet/spring-elasticsearch/commit/3d9cbbcbcff00890ed789e9f56c9b7dab005b146
CVE-2014-6439,org.elasticsearch:elasticsearch,io.fabric8.insight:insight-activemq,fabric8io/fabric8,https://github.com/fabric8io/fabric8/commit/78d0936a86e5db59e14a3c421c578657b2f408ac
CVE-2019-10094,org.apache.tika:tika-core,org.opencastproject:opencast-working-file-repository-service-impl,opencast/opencast,https://github.com/opencast/opencast/commit/feea1ada5173ede3bfdc2f095b4df856ea9783f8
CVE-2019-10094,org.apache.tika:tika-core,com.digitalpebble.stormcrawler:storm-crawler-core,DigitalPebble/storm-crawler,https://github.com/DigitalPebble/storm-crawler/commit/ba44d1d3801e8ce20bba93f7617bbe08b299bc3c
CVE-2019-10094,org.apache.tika:tika-core,io.rocketbase.commons:commons-asset-core,rocketbase-io/commons-asset,https://github.com/rocketbase-io/commons-asset/commit/b35c0100a2d121cee71f2d1d69eb83f64720cc17
CVE-2019-10094,org.apache.tika:tika-core,org.restheart:restheart,SoftInstigate/restheart,https://github.com/SoftInstigate/restheart/commit/7eb3bcf3d039bb11fd9c7fa24aac0b9b08e2ceb6
CVE-2019-10094,org.apache.tika:tika-core,com.github.mike10004:har-replay-exec,mike10004/har-replay,https://github.com/mike10004/har-replay/commit/3c3d169904412df624fed7195a94243c92426eb2
CVE-2019-10094,org.apache.tika:tika-core,com.buschmais.jqassistant.neo4jserver:neo4jv3,jqassistant/jqa-neo4j-backend,https://github.com/jqassistant/jqa-neo4j-backend/commit/809f1b358a58401055ac118fd93810b90b69db91
CVE-2019-10094,org.apache.tika:tika-core,org.appng:appng-search,appNG/appng,https://github.com/appNG/appng/commit/62b55e61825e658c77bcdbe60fd34ce545f2c8a4
CVE-2019-10094,org.apache.tika:tika-core,org.opencastproject:opencast-working-file-repository-service-impl,opencast/opencast,https://github.com/opencast/opencast/commit/feea1ada5173ede3bfdc2f095b4df856ea9783f8
CVE-2019-10094,org.apache.tika:tika-core,com.digitalpebble.stormcrawler:storm-crawler-core,DigitalPebble/storm-crawler,https://github.com/DigitalPebble/storm-crawler/commit/ba44d1d3801e8ce20bba93f7617bbe08b299bc3c
CVE-2019-10094,org.apache.tika:tika-core,io.rocketbase.commons:commons-asset-core,rocketbase-io/commons-asset,https://github.com/rocketbase-io/commons-asset/commit/b35c0100a2d121cee71f2d1d69eb83f64720cc17
CVE-2019-10094,org.apache.tika:tika-core,org.restheart:restheart,SoftInstigate/restheart,https://github.com/SoftInstigate/restheart/commit/7eb3bcf3d039bb11fd9c7fa24aac0b9b08e2ceb6
CVE-2019-10094,org.apache.tika:tika-core,com.github.mike10004:har-replay-exec,mike10004/har-replay,https://github.com/mike10004/har-replay/commit/3c3d169904412df624fed7195a94243c92426eb2
CVE-2019-10094,org.apache.tika:tika-core,com.buschmais.jqassistant.neo4jserver:neo4jv3,jqassistant/jqa-neo4j-backend,https://github.com/jqassistant/jqa-neo4j-backend/commit/809f1b358a58401055ac118fd93810b90b69db91
CVE-2019-10094,org.apache.tika:tika-core,org.appng:appng-search,appNG/appng,https://github.com/appNG/appng/commit/62b55e61825e658c77bcdbe60fd34ce545f2c8a4
CVE-2019-10094,org.apache.tika:tika-core,org.opencastproject:opencast-working-file-repository-service-impl,opencast/opencast,https://github.com/opencast/opencast/commit/feea1ada5173ede3bfdc2f095b4df856ea9783f8
CVE-2019-10094,org.apache.tika:tika-core,com.digitalpebble.stormcrawler:storm-crawler-core,DigitalPebble/storm-crawler,https://github.com/DigitalPebble/storm-crawler/commit/ba44d1d3801e8ce20bba93f7617bbe08b299bc3c
CVE-2019-10094,org.apache.tika:tika-core,io.rocketbase.commons:commons-asset-core,rocketbase-io/commons-asset,https://github.com/rocketbase-io/commons-asset/commit/b35c0100a2d121cee71f2d1d69eb83f64720cc17
CVE-2019-10094,org.apache.tika:tika-core,org.restheart:restheart,SoftInstigate/restheart,https://github.com/SoftInstigate/restheart/commit/7eb3bcf3d039bb11fd9c7fa24aac0b9b08e2ceb6
CVE-2019-10094,org.apache.tika:tika-core,com.github.mike10004:har-replay-exec,mike10004/har-replay,https://github.com/mike10004/har-replay/commit/3c3d169904412df624fed7195a94243c92426eb2
CVE-2019-10094,org.apache.tika:tika-core,com.buschmais.jqassistant.neo4jserver:neo4jv3,jqassistant/jqa-neo4j-backend,https://github.com/jqassistant/jqa-neo4j-backend/commit/809f1b358a58401055ac118fd93810b90b69db91
CVE-2019-10094,org.apache.tika:tika-core,org.appng:appng-search,appNG/appng,https://github.com/appNG/appng/commit/62b55e61825e658c77bcdbe60fd34ce545f2c8a4
CVE-2019-10094,org.apache.tika:tika-core,org.opencastproject:opencast-working-file-repository-service-impl,opencast/opencast,https://github.com/opencast/opencast/commit/feea1ada5173ede3bfdc2f095b4df856ea9783f8
CVE-2019-10094,org.apache.tika:tika-core,com.digitalpebble.stormcrawler:storm-crawler-core,DigitalPebble/storm-crawler,https://github.com/DigitalPebble/storm-crawler/commit/ba44d1d3801e8ce20bba93f7617bbe08b299bc3c
CVE-2019-10094,org.apache.tika:tika-core,io.rocketbase.commons:commons-asset-core,rocketbase-io/commons-asset,https://github.com/rocketbase-io/commons-asset/commit/b35c0100a2d121cee71f2d1d69eb83f64720cc17
CVE-2019-10094,org.apache.tika:tika-core,org.restheart:restheart,SoftInstigate/restheart,https://github.com/SoftInstigate/restheart/commit/7eb3bcf3d039bb11fd9c7fa24aac0b9b08e2ceb6
CVE-2019-10094,org.apache.tika:tika-core,com.github.mike10004:har-replay-exec,mike10004/har-replay,https://github.com/mike10004/har-replay/commit/3c3d169904412df624fed7195a94243c92426eb2
CVE-2019-10094,org.apache.tika:tika-core,com.buschmais.jqassistant.neo4jserver:neo4jv3,jqassistant/jqa-neo4j-backend,https://github.com/jqassistant/jqa-neo4j-backend/commit/809f1b358a58401055ac118fd93810b90b69db91
CVE-2019-10094,org.apache.tika:tika-core,org.appng:appng-search,appNG/appng,https://github.com/appNG/appng/commit/62b55e61825e658c77bcdbe60fd34ce545f2c8a4
CVE-2019-10094,org.apache.tika:tika-core,org.opencastproject:opencast-working-file-repository-service-impl,opencast/opencast,https://github.com/opencast/opencast/commit/feea1ada5173ede3bfdc2f095b4df856ea9783f8
CVE-2019-10094,org.apache.tika:tika-core,com.digitalpebble.stormcrawler:storm-crawler-core,DigitalPebble/storm-crawler,https://github.com/DigitalPebble/storm-crawler/commit/ba44d1d3801e8ce20bba93f7617bbe08b299bc3c
CVE-2019-10094,org.apache.tika:tika-core,io.rocketbase.commons:commons-asset-core,rocketbase-io/commons-asset,https://github.com/rocketbase-io/commons-asset/commit/b35c0100a2d121cee71f2d1d69eb83f64720cc17
CVE-2019-10094,org.apache.tika:tika-core,org.restheart:restheart,SoftInstigate/restheart,https://github.com/SoftInstigate/restheart/commit/7eb3bcf3d039bb11fd9c7fa24aac0b9b08e2ceb6
CVE-2019-10094,org.apache.tika:tika-core,com.github.mike10004:har-replay-exec,mike10004/har-replay,https://github.com/mike10004/har-replay/commit/3c3d169904412df624fed7195a94243c92426eb2
CVE-2019-10094,org.apache.tika:tika-core,com.buschmais.jqassistant.neo4jserver:neo4jv3,jqassistant/jqa-neo4j-backend,https://github.com/jqassistant/jqa-neo4j-backend/commit/809f1b358a58401055ac118fd93810b90b69db91
CVE-2019-10094,org.apache.tika:tika-core,org.appng:appng-search,appNG/appng,https://github.com/appNG/appng/commit/62b55e61825e658c77bcdbe60fd34ce545f2c8a4
CVE-2018-14642,io.undertow:undertow-core,com.networknt:hazelcast-manager,networknt/light-session-4j,https://github.com/networknt/light-session-4j/commit/4b6ead93f0dce304ca306fb3e0264f3846727580
CVE-2018-14642,io.undertow:undertow-core,com.networknt:swagger-validator,networknt/light-rest-4j,https://github.com/networknt/light-rest-4j/commit/598e93df614f2073cf229012fe48666f9dc5c0c3
CVE-2018-14642,io.undertow:undertow-core,io.mangoo:mangooio-core,svenkubiak/mangooio,https://github.com/svenkubiak/mangooio/commit/f746948a31ab75950801d2e4139327659c14164b
CVE-2018-14642,io.undertow:undertow-core,com.networknt:audit,networknt/light-4j,https://github.com/networknt/light-4j/commit/5c2d92943c2fc98df35a0eae61b504eb3662fed5
CVE-2018-14642,io.undertow:undertow-core,com.networknt:rpc-router,networknt/light-hybrid-4j,https://github.com/networknt/light-hybrid-4j/commit/3aaa1ea6f9424d26cd34bd5529a115882d6fc2c6
CVE-2018-14642,io.undertow:undertow-core,com.networknt:graphql-router,networknt/light-graphql-4j,https://github.com/networknt/light-graphql-4j/commit/3c296ef018282553a922ca017629855464cdaf9b
CVE-2018-14642,io.undertow:undertow-core,com.popokis:popok,soasada/popok,https://github.com/soasada/popok/commit/ff3386a1ae3577340e834d2aac0accc688c6726e
CVE-2018-14642,io.undertow:undertow-core,com.networknt:eventuate-cdc-service,networknt/light-eventuate-4j,https://github.com/networknt/light-eventuate-4j/commit/20189486dcb6f9c6b147ae7e3c5d3a32246696fe
CVE-2018-14642,io.undertow:undertow-core,com.networknt:hazelcast-manager,networknt/light-session-4j,https://github.com/networknt/light-session-4j/commit/4b6ead93f0dce304ca306fb3e0264f3846727580
CVE-2018-14642,io.undertow:undertow-core,com.networknt:swagger-validator,networknt/light-rest-4j,https://github.com/networknt/light-rest-4j/commit/598e93df614f2073cf229012fe48666f9dc5c0c3
CVE-2018-14642,io.undertow:undertow-core,io.mangoo:mangooio-core,svenkubiak/mangooio,https://github.com/svenkubiak/mangooio/commit/f746948a31ab75950801d2e4139327659c14164b
CVE-2018-14642,io.undertow:undertow-core,com.networknt:audit,networknt/light-4j,https://github.com/networknt/light-4j/commit/5c2d92943c2fc98df35a0eae61b504eb3662fed5
CVE-2018-14642,io.undertow:undertow-core,com.networknt:rpc-router,networknt/light-hybrid-4j,https://github.com/networknt/light-hybrid-4j/commit/3aaa1ea6f9424d26cd34bd5529a115882d6fc2c6
CVE-2018-14642,io.undertow:undertow-core,com.networknt:graphql-router,networknt/light-graphql-4j,https://github.com/networknt/light-graphql-4j/commit/3c296ef018282553a922ca017629855464cdaf9b
CVE-2018-14642,io.undertow:undertow-core,com.popokis:popok,soasada/popok,https://github.com/soasada/popok/commit/ff3386a1ae3577340e834d2aac0accc688c6726e
CVE-2018-14642,io.undertow:undertow-core,com.networknt:eventuate-cdc-service,networknt/light-eventuate-4j,https://github.com/networknt/light-eventuate-4j/commit/20189486dcb6f9c6b147ae7e3c5d3a32246696fe
