CVE_ID,PATCH,G:A:V
CVE-2014-3652,https://github.com/keycloak/keycloak/commit/0b8b31a3ea7d8d7ac8b14a020613fc32aa5e9d9d,org.keycloak:keycloak-services:1.0.1.Final
CVE-2019-12400,https://github.com/apache/santuario-java/commit/c5210f77a77105fba81311d16c07ceacc21f39d5,org.apache.santuario:xmlsec:2.1.2
CVE-2021-26118,https://github.com/apache/activemq-artemis/commit/7dd50bd58ed2b46aa7ecdba7cffe979b672d58fb,org.apache.activemq:artemis-openwire-protocol:1.2.0
CVE-2021-21346,https://github.com/x-stream/xstream/commit/d5e51177634afea7213b9dc2d21f101d2e258db9,com.thoughtworks.xstream:xstream:1.4.11.1
CVE-2020-1957,https://github.com/apache/shiro/commit/f8722302e614c30cff7228fca549a882f98e6e6b,org.apache.shiro:shiro-core:1.5.1
CVE-2011-4343,https://github.com/apache/myfaces/commit/a74b551b2ce6e88101ff453389a761f230e428a1,org.apache.myfaces.core:myfaces-api:2.0.2
CVE-2017-12158,https://github.com/keycloak/keycloak/commit/6ea9ed9be8baa7c6971cfbdabecc91555dc561d7;https://github.com/keycloak/keycloak/commit/d9ffc4fa211bbf2aae49449cb58e02b6ea8cd299,org.keycloak:keycloak-services:1.8.1.Final
CVE-2016-3720,https://github.com/FasterXML/jackson-dataformat-xml/commit/f0f19a4c924d9db9a1e2830434061c8640092cc0,com.fasterxml.jackson.dataformat:jackson-dataformat-xml:2.4.4
CVE-2020-1744,https://github.com/keycloak/keycloak/commit/9474dd6208c01166b6144bea3ac2b6fe9f5c30f4,org.keycloak:keycloak-services:7.0.0
CVE-2018-18928,https://github.com/unicode-org/icu/commit/6cbd62e59e30f73b444be89ea71fd74275ac53a4,com.ibm.icu:icu4j:62.1
CVE-2016-6816,https://github.com/apache/tomcat80/commit/779d5d34e68e50d2f721897050b147106992f566,org.apache.tomcat:tomcat-coyote:8.0.32
CVE-2018-1260,https://github.com/spring-projects/spring-security-oauth/commit/70e5ba84ca98b7ab42c1900bdd9fa51b393d611f,org.springframework.security.oauth:spring-security-oauth2:2.2.0.RELEASE
CVE-2021-30179,https://github.com/apache/dubbo/commit/eed216b14e8c8e980e98a78ce495806a32df2b97,org.apache.dubbo:dubbo:2.7.3
CVE-2018-11764,https://github.com/apache/hadoop/commit/493924def8f184e74d57153afc9c22b0eeb95e9c,org.apache.hadoop:hadoop-common:3.0.0
CVE-2017-7957,https://github.com/x-stream/xstream/commit/b3570be2f39234e61f99f9a20640756ea71b1b4;https://github.com/x-stream/xstream/commit/6e546ec366419158b1e393211be6d78ab9604ab;https://github.com/x-stream/xstream/commit/8542d02d9ac5d384c85f4b33d6c1888c53bd55d,com.thoughtworks.xstream:xstream:1.3.1
CVE-2016-8751,https://github.com/apache/ranger/commit/2fcd7f7cc175c0734443638b99c359e24c0f88ff,org.apache.ranger:ranger-plugins-common:0.6.2
CVE-2017-3156,https://github.com/apache/cxf/commit/555843f;https://github.com/apache/cxf/commit/1338469,org.apache.cxf:cxf-rt-rs-security-oauth2:3.1.4
CVE-2019-13235,https://github.com/alkacon/opencms-core/commit/185e71cc9844c90c0c29b730bd92b0375f1eca21,org.opencms:opencms-core:8.5.0
CVE-2016-6806,https://github.com/apache/wicket/commit/5c345567c75b3cc1f7e4cce6dcf3e692870b4823,org.apache.wicket:wicket-core:7.0.0
CVE-2018-1000134,https://github.com/pingidentity/ldapsdk/commit/8471904a02438c03965d21367890276bc25fa5a6,com.unboundid:unboundid-ldapsdk:3.2.0
CVE-2018-10237,https://github.com/google/guava/commit/f89ece5721b2f637fe754937ff1f3c86d80bb196;https://github.com/google/guava/commit/7ec8718f1e6e2814dabaa4b9f96b6b33a813101c,com.google.guava:guava:18.0
CVE-2017-12620,https://github.com/apache/opennlp/commit/c2c14e9af7a519aacfde5173f641c86e17ce50ed,org.apache.opennlp:opennlp-tools:1.8.1
CVE-2019-17571,https://github.com/apache/logging-log4j2/commit/5dcc19215827db29c993d0305ee2b0d8dd05939d,org.apache.logging.log4j:log4j-core:2.7
CVE-2017-3523,https://github.com/mysql/mysql-connector-j/commit/6189e718de5b6c6115aee45dd7a480081c129d68,mysql:mysql-connector-java:5.1.38
CVE-2018-1332,https://github.com/apache/storm/commit/58f7aefb8b9ffe77693669dbc94ee6446f3ed6e8,org.apache.storm:storm-core:1.1.1
CVE-2017-5638,https://github.com/apache/struts/commit/6b8272ce47160036ed120a48345d9aa884477228;https://github.com/apache/struts/commit/352306493971e7d5a756d61780d57a76eb1f519a,org.apache.struts:struts2-core:2.3.16.3
CVE-2019-12406,https://github.com/apache/cxf/commit/fd85803a73ad46f36816bcb55ed1c4f4b4c4312d,org.apache.cxf:cxf-core:3.3.1
CVE-2021-39149,https://github.com/x-stream/xstream/commit/652d72f38b33938c54fd3b2ef626cb7dce38001c,com.thoughtworks.xstream:xstream:1.4.11.1
CVE-2017-15691,https://github.com/apache/uima-uimaj/commit/39909bf21fd694f4fb792d1de8adc72562ead25e,org.apache.uima:uimaj-core:2.6.0
CVE-2019-0222,https://github.com/fusesource/mqtt-client/commit/2898f10be758decdc85ba6c523cb5be6b9092855,org.fusesource.mqtt-client:mqtt-client:1.12
CVE-2018-8008,https://github.com/apache/storm/commit/0fc6b522487c061f89e8cdacf09f722d3f20589,org.apache.storm:storm-core:1.2.1
CVE-2021-23463,https://github.com/h2database/h2database/commit/d83285fd2e48fb075780ee95badee6f5a15ea7f8,com.h2database:h2:1.4.200
CVE-2017-5641,https://github.com/apache/flex-blazeds/commit/f861f0993c35e664906609cad275e45a71e2aaf1,org.apache.flex.blazeds:flex-messaging-core:4.7.2
CVE-2018-8012,https://github.com/apache/nifi/commit/282c271;https://github.com/apache/zookeeper/commit/8a06bd1ccef382461c7b0a63f2012f4aeac90753,org.apache.zookeeper:zookeeper:3.4.6
CVE-2015-3269,https://github.com/apache/flex-blazeds/commit/af405aa5974f8441873873ac6400dddc1039778e,org.apache.flex.blazeds:flex-messaging-core:4.7.0
CVE-2019-3797,https://github.com/spring-projects/spring-data-jpa/commit/4d4e6d418fe3bca14c7cff1c7161e3794026f960,org.springframework.data:spring-data-jpa:2.0.8.RELEASE
CVE-2021-38153,https://github.com/apache/kafka/commit/3325342fecba56c2f5b28d60ca37605a7ebf420a,org.apache.kafka:kafka-clients:2.8.0
CVE-2016-3093,https://github.com/jkuhnert/ognl/commit/ae43073fbf38db8371ff4f8bf2a966ee3b5f7e92,ognl:ognl:2.6.9
CVE-2012-0391,https://github.com/apache/struts/commit/5f54b8d087f5125d96838aafa5f64c2190e6885b;https://github.com/apache/struts/commit/b4265d369dc29d57a9f2846a85b26598e83f3892,org.apache.struts.xwork:xwork-core:2.2.3
CVE-2015-4852,https://github.com/apache/commons-collections/commit/e585cd0433ae4cfbc56e58572b9869bd0c86b611,org.apache.commons:commons-collections4:4.0
CVE-2020-13955,https://github.com/apache/calcite/commit/f96ded319341fd3c1011b095565710938acb9ad6,org.apache.calcite:calcite-core:1.18.0
CVE-2019-14832,https://github.com/keycloak/keycloak/commit/0b73685ccf3181115ae3936a578708630215ac23,org.keycloak:keycloak-model-jpa:6.0.0
CVE-2016-9878,https://github.com/spring-projects/spring-framework/commit/e2d6e709c3c65a4951eb096843ee75d5200cfcad,org.springframework:spring-webmvc:3.0.5.RELEASE
CVE-2010-5327,https://github.com/community-security-team/liferay-portal/commit/76aaec0256e98bce0c0542ab071d4cf5132e10ca,com.liferay.portal:portal-impl:6.2.4
CVE-2019-0233,https://github.com/apache/struts/commit/e2b644a4fbe31f0898008c2938069ef04f0f9124,org.apache.struts:struts2-core:2.5.20
CVE-2014-0095,https://github.com/apache/tomcat/commit/1bd7d414983f2f420dd37e78b5f4686e737dd3e6;https://github.com/apache/tomcat/commit/8884dae,org.apache.tomcat:tomcat-coyote:8.0.0-RC5
CVE-2019-3774,https://github.com/spring-projects/spring-batch/commit/8dc3bb7d3c3d0b1487e3ef3dcbdebda865d2b20e,org.springframework.batch:spring-batch-infrastructure:4.0.1.RELEASE
CVE-2011-2204,https://github.com/apache/tomcat/commit/763a56b45999653ce648a18462b8a826809215b1;https://github.com/apache/tomcat/commit/0ecc4643938de4ed889e85952b30bf76ac92732c,org.apache.tomcat:tomcat-catalina:7.0.8
CVE-2021-39153,https://github.com/x-stream/xstream/commit/652d72f38b33938c54fd3b2ef626cb7dce38001c,com.thoughtworks.xstream:xstream:1.4.11.1
CVE-2016-2175,https://github.com/apache/pdfbox/commit/6f4a1fa0cd894ba3bbbe4a97ce11e23ec64f0d3a,org.apache.pdfbox:jempbox:1.8.8
CVE-2020-35210,https://github.com/atomix/atomix/commit/c9edd1b78d756f9ad25452daf0193d33ad539394,io.atomix:atomix-raft:3.1.5
CVE-2014-0109,https://github.com/apache/cxf/commit/f8ed98e684c1a67a77ae8726db05a04a4978a445,org.apache.cxf:cxf-api:2.7.8
CVE-2017-9803,https://github.com/apache/lucene-solr/commit/4704efb1f92588ad106a39dea5f20bf8e80b133b;https://github.com/apache/lucene-solr/commit/b091934f9e98568b848d0584a1145c8e514cbd21,org.apache.solr:solr-core:6.3.0
CVE-2021-22112,https://github.com/spring-projects/spring-security/commit/c72a6fac04853912a4b7caad5f0500f2aace5a79,org.springframework.security:spring-security-web:5.4.2
CVE-2021-36151,https://github.com/apache/gobblin/commit/520eca8938231494bddd5c477e07ec71c7da653f,org.apache.gobblin:gobblin-utility:0.15.0
CVE-2017-3166,https://github.com/apache/hadoop/commit/a47d8283b136aab5b9fa4c18e6f51fa799d91a29,org.apache.hadoop:hadoop-mapreduce-client-core:2.3.0
CVE-2016-4461,https://github.com/apache/struts/commit/b28b78c062f0bf3c79793a25aab8c9b6c12bce6e,org.apache.struts.xwork:xwork-core:2.3.16.3
CVE-2017-5643,https://github.com/apache/camel/commit/ec3d0db81ba061b27e934d5ff56e9baca0049eb;https://github.com/apache/camel/commit/8afc5d1757795fde715902067360af5d90f046d,org.apache.camel:camel-core:2.18.0
CVE-2016-1000345,https://github.com/bcgit/bc-java/commit/21dcb3d9744c83dcf2ff8fcee06dbca7bfa4ef35,org.bouncycastle:bcprov-jdk15on:1.54
CVE-2016-8746,https://github.com/apache/ranger/commit/9dfde6de92799d7d923cf8eb11bbdc8788d6664c,org.apache.ranger:ranger-plugins-common:0.6.2
CVE-2017-5644,https://github.com/apache/poi/commit/3a328aa220f6979f9805f658ae33244d153beaa7,org.apache.poi:poi-ooxml:3.14
CVE-2017-15700,https://github.com/apache/sling-org-apache-sling-auth-core/commit/015fe58b22e0625e9d88b687de50303db539482b,org.apache.sling:org.apache.sling.auth.core:1.1.4
CVE-2016-0956,https://github.com/apache/sling/commit/0f1e85834761a128ab07ea04bd254e24b750ab80,org.apache.sling:org.apache.sling.servlets.post:2.3.0
CVE-2021-26296,https://github.com/apache/myfaces/commit/95cbf6cbdf1e5d389d9509b48a7203f91acb41a1,org.apache.myfaces.core:myfaces-impl:2.3.9
CVE-2016-6346,https://github.com/resteasy/Resteasy/commit/2c2daab6f63ef9c9fb08251daf4a62e8aadc94e1,org.jboss.resteasy:resteasy-jaxrs:3.0.19.Final
CVE-2018-1294,https://github.com/apache/commons-email/commit/0a944fe3703fb754c7122a7de98396811781da24,org.apache.commons:commons-email:1.4
CVE-2017-8028,https://github.com/spring-projects/spring-ldap/commit/08e8ae289bbd1b581986c7238604a147119c1336,org.springframework.ldap:spring-ldap-core:1.3.1.RELEASE
CVE-2016-9879,https://github.com/spring-projects/spring-security/commit/666e356ebc479194ba51e43bb99fc42f849b6175;https://github.com/spring-projects/spring-security/commit/ed2ae21074b7850d386371b2ab9e29268ef2f0c0,org.springframework.security:spring-security-web:4.0.4.RELEASE
CVE-2016-6802,https://github.com/apache/shiro/commit/b15ab927709ca18ea4a02538be01919a19ab65af,org.apache.shiro:shiro-web:1.2.3
CVE-2018-1047,https://github.com/wildfly/wildfly/commit/735c77ce8b3bab6aa5072fb8575dc96db52d01ab,org.wildfly:wildfly-undertow:10.0.0.Final
CVE-2017-12622,https://github.com/apache/geode/commit/f6390a7;https://github.com/apache/geode/commit/db4a493efc09600bf0a9778d5274c09b23b16644,org.apache.geode:geode-core:1.2.1
CVE-2021-22113,https://github.com/spring-cloud/spring-cloud-netflix/commit/8ecb3dca511c3ce0454e42ac31ee2331d7318c07,org.springframework.cloud:spring-cloud-netflix-zuul:2.1.0.RELEASE
CVE-2014-0113,https://github.com/apache/struts/commit/1be8ed61e499b58b3fb6a45253f47865f83f35fb,org.apache.struts:struts2-core:2.3.16.3
CVE-2020-1745,https://github.com/undertow-io/undertow/commit/e60e04f4e9bab49f406c8c57770c4a1bbbc37067,io.undertow:undertow-core:2.2.14.Final
CVE-2020-11995,https://github.com/apache/dubbo/commit/d2e9baf380108950c48e0ab700ccdbf11dd753ab,org.apache.dubbo:dubbo:2.7.3
CVE-2020-1695,https://github.com/resteasy/Resteasy/commit/f3e354b72ae7fead9ceaabe172999293bd931822,org.jboss.resteasy:resteasy-jaxrs:3.0.19.Final
CVE-2014-0193,https://github.com/netty/netty/commit/787a85f9f1b816ee901c1ec00348ae2007bb9d3b;https://github.com/netty/netty/commit/8599ab5bdb761bb99d41a975d689f74c12e4892b,io.netty:netty-codec-http:4.0.15.Final
CVE-2022-23181,https://github.com/apache/tomcat/commit/70da1aaa51e0f9d088438e9d958812a144e12754,org.apache.tomcat:tomcat-catalina:10.1.0-M16
CVE-2019-10174,https://github.com/infinispan/infinispan/commit/a7dab68d194989aaa0b0aa0781cf8ee88fbe3439,org.infinispan:infinispan-commons:10.0.0.Final
CVE-2020-13444,https://github.com/community-security-team/liferay-portal/commit/064e6b01afa1e087e4c6bbaf7f71c97ee33f3ee9,com.liferay:com.liferay.dynamic.data.mapping.service:2.0.0
CVE-2016-8738,https://github.com/apache/struts/commit/554b9dddb0fbd1e581ef577dd62a7c22955ad0f6,org.apache.struts:struts2-core:2.5.5
CVE-2018-1000531,https://github.com/inversoft/prime-jwt/commit/abb0d479389a2509f939452a6767dc424bb5e6ba,com.inversoft:prime-jwt:1.0.0
CVE-2021-28168,https://github.com/eclipse-ee4j/jersey/commit/f3cadb38dcc5b20e515706fae68dce533ad6c737,org.glassfish.jersey.core:jersey-common:2.31
CVE-2017-11467,https://github.com/orientechnologies/orientdb/commit/200535c3183f7db88ee4526bf3316d6bdeddb68e,com.orientechnologies:orientdb-core:2.2.17
CVE-2020-26234,https://github.com/opencast/opencast/commit/4225bf90af74557deaf8fb6b80b0705c9621acfc,org.opencastproject:opencast-kernel:6.6
CVE-2018-1002201,https://github.com/zeroturnaround/zt-zip/commit/759b72f33bc8f4d69f84f09fcb7f010ad45d6fff,org.zeroturnaround:zt-zip:1.12
CVE-2021-41767,https://github.com/apache/guacamole-client/commit/0597358dde292d739809cd7426e0b55921372ccf,org.apache.guacamole:guacamole-common:1.3.0
CVE-2018-17187,https://github.com/apache/qpid-proton-j/commit/0cb8ca03cec42120dcfc434561592d89a89a805e,org.apache.qpid:proton-j:0.16.0
CVE-2016-4437,https://github.com/apache/shiro/commit/64d9f8341e1aa7ef1a29744e16ea7c578ca5deee;https://github.com/apache/shiro/commit/4d5bb000a7f3c02d8960b32e694a565c95976848,org.apache.shiro:shiro-core:1.2.3
CVE-2018-17297,https://github.com/looly/hutool/commit/9f8a801c7b98b75ee681c0988e1a58bcfdc21756;https://github.com/looly/hutool/commit/fed1a1f747a9308e2f65f8dbbff05ce62478ecc0;https://github.com/looly/hutool/commit/8d7d0b7fb5ea4f7447b40131bffc1ec506a6528e,cn.hutool:hutool-core:5.8.0.M4
CVE-2020-11971,https://github.com/apache/camel/commit/36b55f9cfa50a2056c70f98d66c29a95ddc724e1,org.apache.camel:camel-main:3.1.0
CVE-2018-1002200,https://github.com/codehaus-plexus/plexus-archiver/commit/f8f4233508193b70df33759ae9dc6154d69c2ea8,org.codehaus.plexus:plexus-archiver:3.5
CVE-2011-2894,https://github.com/spring-projects/spring-framework/commit/070a723ef2c886770a063eb9a67f84f74e06edfb,org.springframework:spring-core:3.0.5.RELEASE
CVE-2019-0187,https://github.com/apache/jmeter/commit/a82907030db158e00d681dc5f5330085951535f3,org.apache.jmeter:ApacheJMeter_core:4.0
CVE-2020-11969,https://github.com/apache/tomee/commit/17168ad95e35f1758e16364c2398dea10a4034d8,org.apache.tomee:openejb-core:8.0.1
CVE-2020-5408,https://github.com/spring-projects/spring-security/commit/3c81e122bdfcd0803fb6331a8625624cae249231,org.springframework.security:spring-security-core:4.2.3.RELEASE
CVE-2016-4993,https://github.com/undertow-io/undertow/commit/5d017ce12d075679822104e8a8a3b1ad98abad86,io.undertow:undertow-core:1.3.15.Final
CVE-2020-28052,https://github.com/bcgit/bc-java/commit/97578f9b7ed277e6ecb58834e85e3d18385a4219,org.bouncycastle:bcprov-jdk15on:1.66
CVE-2017-7675,https://github.com/apache/tomcat/commit/cf181edc9a8c239cde704cffc3c503425bdcae2b,org.apache.tomcat:tomcat-coyote:9.0.0.M21
CVE-2013-2186,https://github.com/apache/commons-fileupload/commit/163a6061fbc077d4b6e4787d26857c2baba495d1;https://github.com/apache/commons-fileupload/commit/7ddc7a176eadf22ab7ee1881a80b768e4b193727,commons-fileupload:commons-fileupload:1.2.1
CVE-2014-6439,https://github.com/elastic/elasticsearch/commit/f9de8b65898509e038e33215db0720b508477a12,org.elasticsearch:elasticsearch:1.3.2
CVE-2019-10094,https://github.com/apache/tika/commit/c4e63c9be8665cccea8b680c59a6f5cfbc03e0fc;https://github.com/apache/tika/commit/1158d893dc952c573f7a12c7e4855cdce479fc2a;https://github.com/apache/tika/commit/22ff7564f2641ba195f192d7c59e9df4a3a10747;https://github.com/apache/tika/commit/b8655aad5efaef1c5d266676350f58743770fb5b;https://github.com/apache/tika/commit/426be73b9e7500fa3d441231fa4e473de34743f6,org.apache.tika:tika-core:1.18
CVE-2021-41561,https://github.com/apache/parquet-mr/commit/d022451f5e58e86b39f0a312d6251a0dc6bb7468,org.apache.parquet:parquet-format-structures:1.12.0
CVE-2019-17563,https://github.com/apache/tomcat/commit/ab72a10,org.apache.tomcat:tomcat-catalina:7.0.27
CVE-2019-17513,https://github.com/ratpack/ratpack/commit/efb910d38a96494256f36675ef0e5061097dd77d,io.ratpack:ratpack-core:1.5.4
CVE-2021-22044,https://github.com/spring-cloud/spring-cloud-openfeign/commit/d6783a6f1ec8dd08fafe76ecd072913d4e6f66b9,org.springframework.cloud:spring-cloud-openfeign-core:3.0.2
CVE-2018-1000125,https://github.com/inversoft/prime-jwt/commit/0d94dcef0133d699f21d217e922564adbb83a227,com.inversoft:prime-jwt:1.0.0
CVE-2019-19343,https://github.com/jboss-remoting/jboss-remoting/commit/8df8d2c6335fd79ac3d350a8714a1bee67fb7d2f,org.jboss.remoting3:jboss-remoting:3.2.14.GA
CVE-2018-14642,https://github.com/undertow-io/undertow/commit/dc22648efe16968242df5d793e3418afafcb36c0;https://github.com/undertow-io/undertow/commit/c46b7b49c5a561731c84a76ee52244369af1af8a,io.undertow:undertow-core:2.0.11.Final
CVE-2011-3190,https://github.com/apache/tomcat/commit/a2538ce78f83b7376c48d12d8247600079d789b1;https://github.com/apache/tomcat70/commit/90ec9675fa080e22df5f9e3e7019a19eb2faec14,org.apache.tomcat:tomcat-coyote:7.0.5
CVE-2010-1157,https://github.com/apache/tomcat/commit/a4de93b2aaf74fff7c1e194f7ce3d2228a9680b8;https://github.com/apache/tomcat/commit/db32c25e06e1b0a5a274cad4cfc1ad35ff7c0e9a,org.apache.tomcat:catalina:6.0.18
CVE-2020-10688,https://github.com/resteasy/Resteasy/commit/caef05ade16fd12c581cbc7177c191b87591757c,org.jboss.resteasy:resteasy-jaxrs:3.0.19.Final
CVE-2017-15703,https://github.com/apache/nifi/commit/9e2c7be7d3c6a380c5f61074d9a5a690b617c3dc,org.apache.nifi:nifi-framework-core:1.2.0
CVE-2019-0231,https://github.com/apache/mina/commit/294b8ce638df6e237e819537b333e02853bb612c,org.apache.mina:mina-core:2.0.7
CVE-2019-17573,https://github.com/apache/cxf/commit/a02e96ba1095596bef481919f16a90c5e80a92c8,org.apache.cxf:cxf-rt-transports-http:3.3.4
CVE-2011-1475,https://github.com/apache/tomcat/commit/df3b24b87f8d2e6a5f4fea57f687e76a0f5124d7,org.apache.tomcat:tomcat-coyote:7.0.8
CVE-2018-8030,https://github.com/apache/qpid-broker-j/commit/881323e56620ea069d52885842652a6fbf3403c0,org.apache.qpid:qpid-broker-plugins-amqp-0-8-protocol:7.0.2
CVE-2009-2693,https://github.com/apache/tomcat55/commit/0299cb724ea71f304d54adfcdb950f59b01fb421;https://github.com/apache/tomcat/commit/4b0e7e7a9f28e707f26fcbba3a1526e5053e6fa8,tomcat:catalina:5.5.23
CVE-2017-7672,https://github.com/apache/struts/commit/931df54ab379bf4eb5a625bf05066b8563c3737b,org.apache.struts:struts2-core:2.5.10.1
CVE-2018-1114,https://github.com/undertow-io/undertow/commit/7f22aa0090296eb00280f878e3731bb71d40f9e;https://github.com/undertow-io/undertow/commit/882d5884f2614944a0c2ae69bafd9d13bfc5b64,io.undertow:undertow-core:1.4.20.Final
CVE-2014-1904,https://github.com/spring-projects/spring-framework/commit/741b4b229ae032bd17175b46f98673ce0bd2d485;https://github.com/spring-projects/spring-framework/commit/14e5a02870f9ef90df6171c63ee23d0db5c29809;https://github.com/spring-projects/spring-framework/commit/8e096aeef55287dc829484996c9330cf755891a1,org.springframework:spring-webmvc:4.0.1.RELEASE
CVE-2021-26117,https://github.com/apache/activemq-artemis/commit/ec1c5a96c74b24f2c9a6f0919a1a180721c5c6b9,org.apache.activemq:artemis-server:2.6.4
CVE-2019-16942,https://github.com/FasterXML/jackson-databind/commit/54aa38d87dcffa5ccc23e64922e9536c82c1b9c8,com.fasterxml.jackson.core:jackson-databind:2.9.8
CVE-2021-27807,https://github.com/apache/pdfbox/commit/c978d742bd64137aacdba346f3afe7238a5ac9a7,org.apache.pdfbox:pdfbox:2.0.12
CVE-2020-1935,https://github.com/apache/tomcat/commit/060ecc5eb839208687b7fcc9e35287ac8eb46998,org.apache.tomcat:tomcat-coyote:9.0.30
CVE-2020-1963,https://github.com/apache/ignite/commit/02b0439639a9dab264cdb3ed4081c231e0079c13,org.apache.ignite:ignite-indexing:2.7.5
CVE-2018-1000820,https://github.com/neo4j-contrib/neo4j-apoc-procedures/commit/45bc09c8bd7f17283e2a7e85ce3f02cb4be4fd1a;https://github.com/neo4j-contrib/neo4j-apoc-procedures/commit/e04325c48663994af0bab69a551ad64be2219708,org.neo4j.procedure:apoc:3.4.0.1
CVE-2020-17530,https://github.com/apache/struts/commit/dfa8fb3e4c3c3220f72135fa779006d9dde747bf,org.apache.struts:struts2-core:2.3.16.3
CVE-2017-2617,https://github.com/hawtio/hawtio/commit/93e239db33e02be226197e6e192de0c90d19c0ea;https://github.com/hawtio/hawtio/commit/8cf6848f4d4d4917a4551c9aa49dc00f699eb569,io.hawt:hawtio-system:1.4.55
CVE-2019-5427,https://github.com/swaldman/c3p0/commit/f38f27635c384806c2a9d6500d80183d9f09d78b,com.mchange:c3p0:0.9.5.2
CVE-2016-0750,https://github.com/infinispan/infinispan/commit/d943b44994fc5738a6146493042861cfe8e3cbb1;https://github.com/infinispan/infinispan/commit/e893f259a4d53587565bfec2e3c4fcb6cd0e65e6,org.infinispan:infinispan-client-hotrod:8.1.0.Final
CVE-2020-7647,https://github.com/jooby-project/jooby/commit/34f526028e6cd0652125baa33936ffb6a8a4a009,org.jooby:jooby:1.4.0
CVE-2018-1000129,https://github.com/rhuss/jolokia/commit/5895d5c137c335e6b473e9dcb9baf748851bbc5f,org.jolokia:jolokia-core:1.2.3
CVE-2020-5398,https://github.com/spring-projects/spring-framework/commit/0583b334b46cf2a591c72c2708ee3d2ac5d2b58c,org.springframework:spring-web:5.0.8.RELEASE
CVE-2021-22160,https://github.com/apache/pulsar/commit/bdd062b4d822ab4487472af4a1561a51ce42900c,org.apache.pulsar:pulsar-broker-common:2.6.0
CVE-2020-5529,https://github.com/HtmlUnit/htmlunit/commit/934390fefcd2cd58e6d86f2bc19d811ae17bfa28,net.sourceforge.htmlunit:htmlunit:2.15
CVE-2017-5647,https://github.com/apache/tomcat80/commit/ec10b8c785d1db91fe58946436f854dde04410fd,org.apache.tomcat:tomcat-coyote:8.0.32
CVE-2016-4970,https://github.com/netty/netty/commit/9e2c400f89c5badc39919f811179d3d42ac5257c,io.netty:netty-all:4.1.0.Final
CVE-2016-4000,https://github.com/jythontools/jython/commit/4c337213bd2964bb36cef2d31509b49647ca6f2a,org.python:jython-standalone:2.7.0
CVE-2015-0263,https://github.com/apache/camel/commit/7d19340bcdb42f7aae584d9c5003ac4f7ddaee36,org.apache.camel:camel-core:2.14.0
CVE-2021-39152,https://github.com/x-stream/xstream/commit/652d72f38b33938c54fd3b2ef626cb7dce38001c,com.thoughtworks.xstream:xstream:1.4.11.1
CVE-2017-1000487,https://github.com/codehaus-plexus/plexus-utils/commit/b38a1b3a4352303e4312b2bb601a0d7ec6e28f41,org.codehaus.plexus:plexus-utils:3.0.8
CVE-2016-8745,https://github.com/apache/tomcat/commit/cbc9b18a845d3c8c053ac293dffda6c6c19dd92b,org.apache.tomcat:tomcat-coyote:9.0.0.M3
CVE-2019-10241,https://github.com/eclipse/jetty.project/commit/ca77bd384a2970cabbbdab25cf6251c6fb76cd21,org.eclipse.jetty:jetty-util:9.2.14.v20151106
CVE-2015-5346,https://github.com/apache/tomcat/commit/0dd9e7811a06e0e131da734eb706a1db4a77119c,org.apache.tomcat:tomcat-catalina:9.0.0.M1
CVE-2016-6345,https://github.com/resteasy/Resteasy/commit/52195b4afe2be1ff5addcdab487cf44365ebde6a,org.jboss.resteasy:resteasy-jaxrs:3.0.19.Final
CVE-2017-7556,https://github.com/hawtio/hawtio/commit/7790c85b1750e0dc01e70fe9dc8e6fa70ac4be15,io.hawt:hawtio-system:1.4.55
CVE-2015-7559,https://github.com/apache/activemq/commit/338a74d;https://github.com/apache/activemq/commit/b8fc78e,org.apache.activemq:activemq-client:5.8.0
CVE-2013-0239,https://github.com/apache/cxf/commit/295a4e2f9eb3e7e0513980202949ccc424dee2d4,org.apache.cxf:cxf-rt-ws-security:2.5.1
CVE-2014-7816,https://github.com/undertow-io/undertow/commit/ab8ba2adc9ca508dc22e41f1b63c34c5a78e80a1,io.undertow:undertow-core:1.0.15.Final
CVE-2016-4999,https://github.com/dashbuilder/dashbuilder/commit/8574899e3b6455547b534f570b2330ff772e524b,org.dashbuilder:dashbuilder-dataset-sql:0.4.0.Final
CVE-2020-1950,https://github.com/apache/tika/commit/750d7790c7d8ba766f2794fac79521d5870eadfb,org.apache.tika:tika-parsers:1.20
CVE-2019-10247,https://github.com/eclipse/jetty.project/commit/b0f72a87d5b35ff0a814143fb1725f7c6fc4e0d7;https://github.com/eclipse/jetty.project/commit/7746c83ad6c4f71ceb60e6ed29d3411a09d0e9db,org.eclipse.jetty:jetty-server:9.3.14.v20161028
CVE-2014-0003,https://github.com/apache/camel/commit/c6de749e9b3c7b61861c5480e91550290585224d,org.apache.camel:camel-core:2.11.0
CVE-2011-2088,https://github.com/apache/struts/commit/885ab3459e146ff830d1f7257f809f4a3dd4493a,org.apache.struts.xwork:xwork-core:2.2.1.1
CVE-2012-2733,https://github.com/apache/tomcat/commit/f7a1b83,org.apache.tomcat:tomcat-coyote:7.0.27
CVE-2016-3082,https://github.com/apache/struts/commit/6bd694b7980494c12d49ca1bf39f12aec3e03e2f,org.apache.struts:struts2-core:2.3.28
CVE-2016-4003,https://github.com/apache/struts/commit/5421930b49822606792f36653b17d3d95ef106f9;https://github.com/apache/struts/commit/72471d7075681bea52046645ad7aa34e9c53751e,org.apache.struts:struts2-core:2.3.16.3
