CVE_ID,CVSS,CWE,VUL_FUNs
CVE-2011-4343,5.0,CWE-200,javax.faces.application.NavigationCase:getBookmarkableURL(javax.faces.context.FacesContext);javax.faces.application.NavigationCase:getRedirectURL(javax.faces.context.FacesContext)
CVE-2017-12158,3.5,CWE-79,org.keycloak.services.resources.admin.AdminConsole:getMainPage()
CVE-2016-3720,7.5,,"com.fasterxml.jackson.dataformat.xml.XmlFactory:<init>(com.fasterxml.jackson.core.ObjectCodec,int,int,javax.xml.stream.XMLInputFactory,javax.xml.stream.XMLOutputFactory,java.lang.String)"
CVE-2020-1744,6.8,CWE-755,org.keycloak.authentication.AuthenticationProcessor:logFailure()
CVE-2018-18928,7.5,CWE-190,com.ibm.icu.impl.number.DecimalQuantity_DualStorageBCD:bcdToBigDecimal();com.ibm.icu.impl.number.DecimalQuantity_AbstractBCD:toScientificString(java.lang.StringBuilder)
CVE-2016-6816,6.8,CWE-20,"org.apache.coyote.http11.AbstractNioInputBuffer:parseHeaders();org.apache.coyote.http11.InternalAprInputBuffer:parseHeaders();org.apache.coyote.http11.InternalInputBuffer:parseHeaders();org.apache.coyote.http11.InternalNioInputBuffer$SocketInputBuffer:doRead(org.apache.tomcat.util.buf.ByteChunk,org.apache.coyote.Request);org.apache.coyote.http11.InternalInputBuffer:parseRequestLine(boolean);org.apache.coyote.http11.AbstractNioInputBuffer:parseRequestLine(boolean);org.apache.coyote.http11.InternalInputBuffer$InputStreamInputBuffer:doRead(org.apache.tomcat.util.buf.ByteChunk,org.apache.coyote.Request);org.apache.coyote.http11.InternalInputBuffer:fill(boolean);org.apache.coyote.http11.InternalAprInputBuffer:doRead(org.apache.tomcat.util.buf.ByteChunk,org.apache.coyote.Request);org.apache.tomcat.util.http.parser.HttpParser:isHex(int);org.apache.coyote.http11.InternalAprInputBuffer$SocketInputBuffer:doRead(org.apache.tomcat.util.buf.ByteChunk,org.apache.coyote.Request);org.apache.coyote.http11.InternalAprInputBuffer:parseRequestLine(boolean)"
CVE-2018-1260,7.5,CWE-94,"org.springframework.security.oauth2.provider.endpoint.SpelView:render(java.util.Map,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse);org.springframework.security.oauth2.provider.endpoint.WhitelabelApprovalEndpoint:createScopes(java.util.Map,javax.servlet.http.HttpServletRequest);org.springframework.security.oauth2.provider.endpoint.WhitelabelApprovalEndpoint:getAccessConfirmation(java.util.Map,javax.servlet.http.HttpServletRequest);org.springframework.security.oauth2.provider.endpoint.WhitelabelErrorEndpoint:handleError(javax.servlet.http.HttpServletRequest);org.springframework.security.oauth2.provider.endpoint.WhitelabelApprovalEndpoint:createTemplate(java.util.Map,javax.servlet.http.HttpServletRequest);org.springframework.security.oauth2.client.DefaultOAuth2RequestAuthenticator:authenticate(org.springframework.security.oauth2.client.resource.OAuth2ProtectedResourceDetails,org.springframework.security.oauth2.client.OAuth2ClientContext,org.springframework.http.client.ClientHttpRequest);org.springframework.security.oauth2.provider.endpoint.SpelView:<init>(java.lang.String);org.springframework.security.oauth2.provider.endpoint.SpelView:getContentType()"
CVE-2021-30179,7.5,CWE-502,"org.apache.dubbo.rpc.filter.GenericFilter:invoke(org.apache.dubbo.rpc.Invoker,org.apache.dubbo.rpc.Invocation)"
CVE-2018-11764,9.0,CWE-306,"org.apache.hadoop.security.AuthenticationWithProxyUserFilter:getDoAs(javax.servlet.http.HttpServletRequest);org.apache.hadoop.security.AuthenticationWithProxyUserFilter:doFilter(javax.servlet.FilterChain,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse);org.apache.hadoop.security.AuthenticationFilterInitializer:initFilter(org.apache.hadoop.http.FilterContainer,org.apache.hadoop.conf.Configuration)"
CVE-2017-7957,5.0,CWE-20,"com.thoughtworks.xstream.XStream:setupConverters();com.thoughtworks.xstream.XStream:unmarshal(com.thoughtworks.xstream.io.HierarchicalStreamReader,java.lang.Object,com.thoughtworks.xstream.converters.DataHolder)"
CVE-2016-8751,3.5,CWE-79,org.apache.ranger.plugin.resourcematcher.RangerPathResourceMatcher:getMatcher(java.lang.String);org.apache.ranger.plugin.resourcematcher.RangerAbstractResourceMatcher:getMatcher(java.lang.String)
CVE-2017-3156,5.0,,"org.apache.cxf.rs.security.oauth2.tokens.hawk.AbstractHawkAccessTokenValidator:validateAccessToken(org.apache.cxf.jaxrs.ext.MessageContext,java.lang.String,java.lang.String,javax.ws.rs.core.MultivaluedMap)"
CVE-2019-13235,4.3,CWE-79,org.opencms.ade.galleries.CmsGalleryService:prepareSearchParams(org.opencms.ade.galleries.shared.CmsGallerySearchBean)
CVE-2016-6806,6.8,CWE-352,"org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:onRequestHandlerResolved(org.apache.wicket.request.cycle.RequestCycle,org.apache.wicket.request.IRequestHandler);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:isWhitelistedOrigin(java.lang.String);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:abortHandler(javax.servlet.http.HttpServletRequest,java.lang.String,org.apache.wicket.request.component.IRequestablePage);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:checkOrigin(javax.servlet.http.HttpServletRequest,java.lang.String,org.apache.wicket.request.component.IRequestablePage);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:suppressHandler(javax.servlet.http.HttpServletRequest,java.lang.String,org.apache.wicket.request.component.IRequestablePage);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:allowHandler(javax.servlet.http.HttpServletRequest,java.lang.String,org.apache.wicket.request.component.IRequestablePage);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:getOriginHeaderOrigin(java.lang.String);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:whitelistedHandler(javax.servlet.http.HttpServletRequest,java.lang.String,org.apache.wicket.request.component.IRequestablePage);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:onBeginRequest(org.apache.wicket.request.cycle.RequestCycle);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:getLocationHeaderOrigin(javax.servlet.http.HttpServletRequest);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:matchingOrigin(javax.servlet.http.HttpServletRequest,java.lang.String,org.apache.wicket.request.component.IRequestablePage);org.apache.wicket.protocol.http.CsrfPreventionRequestCycleListener:isLocalOrigin(javax.servlet.http.HttpServletRequest,java.lang.String)"
CVE-2018-1000134,7.5,CWE-521,"com.unboundid.ldap.sdk.SimpleBindRequest:process(com.unboundid.ldap.sdk.LDAPConnection,int)"
CVE-2018-10237,4.3,CWE-770,com.google.common.util.concurrent.AtomicDoubleArray:readObject(java.io.ObjectInputStream);com.google.common.util.concurrent.AtomicDoubleArray:readObject(java.io.ObjectInputStream)
CVE-2017-12620,7.5,CWE-611,opennlp.tools.formats.frenchtreebank.ConstitParseSampleStream:<init>(opennlp.tools.util.ObjectStream);opennlp.tools.formats.letsmt.LetsmtDocument:parse(java.io.InputStream);opennlp.tools.util.featuregen.GeneratorFactory:createDOM(java.io.InputStream);opennlp.tools.formats.irishsentencebank.IrishSentenceBankDocument:parse(java.io.InputStream)
CVE-2019-17571,7.5,CWE-502,"org.apache.logging.log4j.core.net.server.TcpSocketServer:createSerializedSocketServer(int,int,java.net.InetAddress);org.apache.logging.log4j.core.net.server.TcpSocketServer:main(java.lang.String[]);org.apache.logging.log4j.core.net.server.UdpSocketServer:main(java.lang.String[]);org.apache.logging.log4j.core.net.server.ObjectInputStreamLogEventBridge:wrapStream(java.io.InputStream);org.apache.logging.log4j.core.net.server.ObjectInputStreamLogEventBridge:logEvents(java.io.ObjectInputStream,org.apache.logging.log4j.core.LogEventListener)"
CVE-2017-3523,6.0,,"com.mysql.jdbc.ResultSetImpl:getNativeConvertToString(int,com.mysql.jdbc.Field)"
CVE-2018-1332,4.0,CWE-200,"org.apache.storm.security.auth.digest.DigestSaslTransportPlugin:getServerTransportFactory();org.apache.storm.security.auth.digest.DigestSaslTransportPlugin:getServerTransportFactory();org.apache.storm.security.auth.kerberos.KerberosSaslTransportPlugin:getServerTransportFactory();org.apache.storm.security.auth.AbstractSaslServerCallbackHandler:handle(javax.security.auth.callback.Callback[]);org.apache.storm.security.auth.plain.PlainSaslTransportPlugin:getServerTransportFactory();org.apache.storm.security.auth.AbstractSaslServerCallbackHandler:handleAuthorizeCallback(javax.security.sasl.AuthorizeCallback);org.apache.storm.security.auth.SaslTransportPlugin:getServer(org.apache.storm.thrift.TProcessor);org.apache.storm.security.auth.plain.PlainServerCallbackHandler:<init>();org.apache.storm.security.auth.kerberos.ServerCallbackHandler:<init>(javax.security.auth.login.Configuration,java.util.Map);org.apache.storm.security.auth.kerberos.ServerCallbackHandler:<init>(javax.security.auth.login.Configuration,java.util.Map)"
CVE-2017-5638,10.0,CWE-20,"org.apache.struts2.dispatcher.multipart.MultiPartRequestWrapper:buildErrorMessage(java.lang.Throwable,java.lang.Object[]);org.apache.struts2.dispatcher.multipart.JakartaMultiPartRequest:buildErrorMessage(java.lang.Throwable,java.lang.Object[]);org.apache.struts2.interceptor.FileUploadInterceptor:intercept(com.opensymphony.xwork2.ActionInvocation)"
CVE-2019-12406,4.3,CWE-770,org.apache.cxf.attachment.LazyAttachmentCollection:loadAll();org.apache.cxf.attachment.AttachmentDeserializer:initializeAttachments();org.apache.cxf.attachment.LazyAttachmentCollection:<init>(org.apache.cxf.attachment.AttachmentDeserializer)
CVE-2021-39149,6.0,CWE-502;CWE-434,"com.thoughtworks.xstream.XStream:setupSecurity();com.thoughtworks.xstream.XStream:setupDefaultSecurity(com.thoughtworks.xstream.XStream);com.thoughtworks.xstream.XStreamer:fromXML(com.thoughtworks.xstream.io.HierarchicalStreamDriver,java.io.Reader,com.thoughtworks.xstream.security.TypePermission[]);com.thoughtworks.xstream.XStream:addPermission(com.thoughtworks.xstream.security.TypePermission);com.thoughtworks.xstream.XStream:unmarshal(com.thoughtworks.xstream.io.HierarchicalStreamReader,java.lang.Object,com.thoughtworks.xstream.converters.DataHolder);com.thoughtworks.xstream.XStreamer:toXML(com.thoughtworks.xstream.XStream,java.lang.Object,java.io.Writer);com.thoughtworks.xstream.XStream:readResolve()"
CVE-2017-15691,4.0,CWE-611,"org.apache.uima.pear.util.XMLUtil:createSAXParser();org.apache.uima.impl.UIMAFramework_impl:parseFactoryConfig();org.apache.uima.cas.impl.XmiCasDeserializer:deserialize(java.io.InputStream,org.apache.uima.cas.CAS,boolean,org.apache.uima.cas.impl.XmiSerializationSharedData,int);org.apache.uima.cas.impl.XCASDeserializer:deserialize(java.io.InputStream,org.apache.uima.cas.CAS,boolean);org.apache.uima.util.impl.XMLParser_impl:parse(org.apache.uima.util.XMLInputSource,java.lang.String,java.net.URL,org.apache.uima.util.XMLParser$ParsingOptions);org.apache.uima.util.XmlCasDeserializer:deserialize(java.io.InputStream,org.apache.uima.cas.CAS,boolean);org.apache.uima.cas.impl.XmiCasDeserializer:deserialize(java.io.InputStream,org.apache.uima.cas.CAS,boolean,org.apache.uima.cas.impl.XmiSerializationSharedData,int,org.apache.uima.cas.impl.AllowPreexistingFS)"
CVE-2019-0222,5.0,,org.fusesource.mqtt.codec.MessageSupport:readUTF(org.fusesource.hawtbuf.DataByteArrayInputStream)
CVE-2018-8008,5.8,CWE-22,"org.apache.storm.utils.Utils:copyBytes(java.io.InputStream,java.io.OutputStream,int);org.apache.storm.utils.Utils:unTarUsingJava(java.io.File,java.io.File,boolean);org.apache.storm.utils.Utils:unJar(java.io.File,java.io.File);org.apache.storm.utils.Utils:extractDirFromJarImpl(java.lang.String,java.lang.String,java.io.File);org.apache.storm.utils.Utils:unpackEntries(org.apache.storm.shade.org.apache.commons.compress.archivers.tar.TarArchiveInputStream,org.apache.storm.shade.org.apache.commons.compress.archivers.tar.TarArchiveEntry,java.io.File);org.apache.storm.localizer.Localizer:downloadBlob(java.util.Map,java.lang.String,java.io.File,java.lang.String,boolean,boolean);org.apache.storm.utils.Utils:unZip(java.io.File,java.io.File);org.apache.storm.utils.Utils:unTar(java.io.File,java.io.File);org.apache.storm.utils.Utils:unpack(java.io.File,java.io.File)"
CVE-2021-23463,6.4,CWE-611,org.h2.jdbc.JdbcSQLXML:setResult(java.lang.Class);org.h2.jdbc.JdbcSQLXML:getSource(java.lang.Class)
CVE-2017-5641,7.5,CWE-502,"flex.messaging.validators.ClassDeserializationValidator:addDisallowClassPattern(java.lang.String);flex.messaging.validators.ClassDeserializationValidator:addAllowClassPattern(java.lang.String);flex.messaging.validators.ClassDeserializationValidator:addDisallowClassPattern(java.lang.String);flex.messaging.validators.ClassDeserializationValidator:clearClassCache();flex.messaging.validators.ClassDeserializationValidator:addAllowClassPattern(java.lang.String);flex.messaging.validators.ClassDeserializationValidator:initialize(java.lang.String,flex.messaging.config.ConfigMap);flex.messaging.validators.ClassDeserializationValidator:validateAssignment(java.lang.Object,int,java.lang.Object);flex.messaging.config.ServerConfigurationParser:validators(org.w3c.dom.Node);flex.messaging.validators.ClassDeserializationValidator:validateAssignment(java.lang.Object,java.lang.String,java.lang.Object);flex.messaging.validators.ClassDeserializationValidator:removeAllowClassPattern(java.lang.String);flex.messaging.validators.ClassDeserializationValidator:validateCreation(java.lang.Class);flex.messaging.validators.ClassDeserializationValidator:removeDisallowClassPattern(java.lang.String)"
CVE-2018-8012,5.0,CWE-862,"org.apache.zookeeper.server.quorum.Learner:connectToLeader(java.net.InetSocketAddress);org.apache.zookeeper.server.quorum.QuorumCnxManager:initiateConnection(java.net.Socket,java.lang.Long);org.apache.zookeeper.server.quorum.QuorumCnxManager:connectOne(long);org.apache.zookeeper.server.quorum.QuorumCnxManager:getQuorumPeer();org.apache.zookeeper.server.quorum.Leader$LearnerCnxAcceptor:run();org.apache.zookeeper.server.quorum.AuthFastLeaderElection:lookForLeader();org.apache.zookeeper.server.quorum.QuorumPeer:<init>();org.apache.zookeeper.server.ZooKeeperSaslServer:createSaslServer(org.apache.zookeeper.Login);org.apache.zookeeper.server.quorum.QuorumCnxManager:receiveConnection(java.net.Socket);org.apache.zookeeper.server.quorum.LearnerHandler:<init>(java.net.Socket,org.apache.zookeeper.server.quorum.Leader);org.apache.zookeeper.server.quorum.Observer:observeLeader();org.apache.zookeeper.server.quorum.QuorumPeer:createElectionAlgorithm(int);org.apache.zookeeper.server.quorum.QuorumCnxManager$Listener:run();org.apache.zookeeper.server.quorum.QuorumPeerConfig:parseProperties(java.util.Properties);org.apache.zookeeper.server.quorum.LearnerHandler:run();org.apache.zookeeper.client.ZooKeeperSaslClient$ClientCallbackHandler:handle(javax.security.auth.callback.Callback[]);org.apache.zookeeper.server.quorum.QuorumCnxManager$SendWorker:run();org.apache.zookeeper.server.quorum.QuorumCnxManager$Listener:halt();org.apache.zookeeper.client.ZooKeeperSaslClient$ClientCallbackHandler:<init>(java.lang.String);org.apache.zookeeper.server.quorum.QuorumCnxManager:testInitiateConnection(long);org.apache.zookeeper.client.ZooKeeperSaslClient:createSaslClient(java.lang.String,java.lang.String);org.apache.zookeeper.server.auth.SaslServerCallbackHandler:<init>(javax.security.auth.login.Configuration);org.apache.zookeeper.server.quorum.Follower:followLeader();org.apache.zookeeper.server.quorum.QuorumCnxManager:setSockOpts(java.net.Socket);org.apache.zookeeper.server.quorum.QuorumCnxManager:halt();org.apache.zookeeper.server.quorum.QuorumPeerMain:runFromConfig(org.apache.zookeeper.server.quorum.QuorumPeerConfig);org.apache.zookeeper.server.quorum.QuorumCnxManager$RecvWorker:run();org.apache.zookeeper.server.quorum.QuorumCnxManager:<init>(org.apache.zookeeper.server.quorum.QuorumPeer);org.apache.zookeeper.server.quorum.QuorumCnxManager:toSend(java.lang.Long,java.nio.ByteBuffer);org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer:<init>(long,java.net.InetSocketAddress);org.apache.zookeeper.server.quorum.QuorumPeer:getVotingView();org.apache.zookeeper.Login:login(java.lang.String);org.apache.zookeeper.server.quorum.Learner:findLeader()"
CVE-2015-3269,5.0,CWE-200,"flex.messaging.util.XMLUtil:stringToDocument(java.lang.String,boolean)"
CVE-2019-3797,5.0,CWE-200,"org.springframework.data.jpa.repository.query.ParameterMetadataProvider:<init>(javax.persistence.criteria.CriteriaBuilder,org.springframework.data.repository.query.ParametersParameterAccessor,org.springframework.data.jpa.provider.PersistenceProvider);org.springframework.data.jpa.repository.query.PartTreeJpaQuery$QueryPreparer:createCreator(org.springframework.data.jpa.provider.PersistenceProvider,java.util.Optional);org.springframework.data.jpa.repository.query.JpaQueryLookupStrategy$CreateQueryLookupStrategy:<init>(javax.persistence.EntityManager,org.springframework.data.jpa.provider.QueryExtractor);org.springframework.data.jpa.repository.support.JpaRepositoryFactory:getQueryLookupStrategy(org.springframework.data.repository.query.QueryLookupStrategy$Key,org.springframework.data.repository.query.EvaluationContextProvider);org.springframework.data.jpa.repository.query.ParameterMetadataProvider:next(org.springframework.data.repository.query.parser.Part,java.lang.Class,org.springframework.data.repository.query.Parameter);org.springframework.data.jpa.repository.query.ParameterMetadataProvider:<init>(javax.persistence.criteria.CriteriaBuilder,java.util.Iterator,org.springframework.data.repository.query.Parameters,org.springframework.data.jpa.provider.PersistenceProvider);org.springframework.data.jpa.repository.query.QueryParameterSetterFactory$ExpressionBasedQueryParameterSetterFactory:evaluateExpression(org.springframework.expression.Expression,java.lang.Object[]);org.springframework.data.jpa.repository.support.JpaRepositoryFactoryBean:createRepositoryFactory(javax.persistence.EntityManager);org.springframework.data.jpa.repository.config.JpaRepositoryConfigExtension:postProcess(org.springframework.beans.factory.support.BeanDefinitionBuilder,org.springframework.data.repository.config.RepositoryConfigurationSource);org.springframework.data.jpa.repository.query.JpaQueryLookupStrategy$CreateQueryLookupStrategy:resolveQuery(org.springframework.data.jpa.repository.query.JpaQueryMethod,javax.persistence.EntityManager,org.springframework.data.repository.core.NamedQueries);org.springframework.data.jpa.repository.query.JpaQueryCreator:<init>(org.springframework.data.repository.query.parser.PartTree,org.springframework.data.repository.query.ReturnedType,javax.persistence.criteria.CriteriaBuilder,org.springframework.data.jpa.repository.query.ParameterMetadataProvider);org.springframework.data.jpa.repository.query.JpaQueryLookupStrategy:create(javax.persistence.EntityManager,org.springframework.data.repository.query.QueryLookupStrategy$Key,org.springframework.data.jpa.provider.QueryExtractor,org.springframework.data.repository.query.EvaluationContextProvider);org.springframework.data.jpa.repository.query.JpaQueryCreator$PredicateBuilder:build();org.springframework.data.jpa.repository.query.ParameterMetadataProvider:<init>(javax.persistence.criteria.CriteriaBuilder,org.springframework.data.repository.query.Parameters,org.springframework.data.jpa.provider.PersistenceProvider);org.springframework.data.jpa.repository.query.PartTreeJpaQuery$CountQueryPreparer:createCreator(org.springframework.data.jpa.provider.PersistenceProvider,java.util.Optional);org.springframework.data.jpa.repository.query.PartTreeJpaQuery:<init>(org.springframework.data.jpa.repository.query.JpaQueryMethod,javax.persistence.EntityManager,org.springframework.data.jpa.provider.PersistenceProvider)"
CVE-2021-38153,4.3,CWE-203,"org.apache.kafka.common.security.scram.internals.ScramSaslClient:handleServerFinalMessage(byte[]);org.apache.kafka.common.security.scram.internals.ScramSaslServer:verifyClientProof(org.apache.kafka.common.security.scram.internals.ScramMessages$ClientFinalMessage);org.apache.kafka.common.security.plain.internals.PlainServerCallbackHandler:authenticate(java.lang.String,char[]);org.apache.kafka.common.message.DescribeDelegationTokenResponseData$DescribedDelegationToken:equals(java.lang.Object)"
CVE-2016-3093,5.0,CWE-20,"ognl.OgnlRuntime:getSetMethod(ognl.OgnlContext,java.lang.Class,java.lang.String);ognl.OgnlRuntime:getGetMethod(ognl.OgnlContext,java.lang.Class,java.lang.String)"
CVE-2012-0391,9.3,CWE-20,"com.opensymphony.xwork2.validator.validators.RepopulateConversionErrorFieldValidatorSupport:repopulateField(java.lang.Object);com.opensymphony.xwork2.interceptor.ParametersInterceptor:asCollection(java.lang.String);com.opensymphony.xwork2.validator.validators.RepopulateConversionErrorFieldValidatorSupport:getRepopulateField();com.opensymphony.xwork2.validator.validators.RepopulateConversionErrorFieldValidatorSupport:setRepopulateField(java.lang.String);com.opensymphony.xwork2.validator.validators.RepopulateConversionErrorFieldValidatorSupport:doValidate(java.lang.Object);com.opensymphony.xwork2.validator.validators.RepopulateConversionErrorFieldValidatorSupport:validate(java.lang.Object);com.opensymphony.xwork2.interceptor.ParametersInterceptor:setAcceptParamNames(java.lang.String);com.opensymphony.xwork2.interceptor.ConversionErrorInterceptor:getOverrideExpr(com.opensymphony.xwork2.ActionInvocation,java.lang.Object);com.opensymphony.xwork2.interceptor.ParametersInterceptor:setExcludeParams(java.lang.String)"
CVE-2015-4852,7.5,CWE-77,org.apache.commons.collections4.functors.InstantiateTransformer:instantiateTransformer();org.apache.commons.collections4.functors.CloneTransformer:readResolve();org.apache.commons.collections4.functors.CloneTransformer:cloneTransformer()
CVE-2020-13955,4.3,CWE-295,org.apache.calcite.runtime.HttpUtils:getURLConnection(java.lang.String)
CVE-2019-14832,6.0,CWE-863,"org.keycloak.models.jpa.JpaUserProvider:getUserById(java.lang.String,org.keycloak.models.RealmModel)"
CVE-2016-9878,5.0,CWE-22,"org.springframework.web.servlet.ResourceServlet:doInclude(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String)"
CVE-2010-5327,6.5,CWE-264,com.liferay.portal.deploy.hot.HotDeployImpl:fireUndeployEvent(com.liferay.portal.kernel.deploy.hot.HotDeployEvent);com.liferay.portal.velocity.VelocityManager:destroy();com.liferay.portal.velocity.VelocityManager:init();com.liferay.portal.freemarker.FreeMarkerManager:init();com.liferay.portal.freemarker.FreeMarkerManager:destroy();com.liferay.portal.bean.VelocityBeanHandler:getClassLoader()
CVE-2019-0233,5.0,CWE-281,"com.opensymphony.xwork2.ognl.OgnlValueStack:handleOgnlException(java.lang.String,boolean,ognl.OgnlException);com.opensymphony.xwork2.ognl.OgnlValueStack:handleOgnlException(java.lang.String,java.lang.Object,boolean,ognl.OgnlException)"
CVE-2014-0095,5.0,CWE-20,"org.apache.coyote.ajp.AbstractAjpProcessor:finish();org.apache.coyote.ajp.AbstractAjpProcessor:prepareRequest();org.apache.coyote.ajp.AbstractAjpProcessor:available();org.apache.coyote.ajp.AbstractAjpProcessor:refillReadBuffer(boolean);org.apache.coyote.ajp.AbstractAjpProcessor$SocketInputBuffer:doRead(org.apache.tomcat.util.buf.ByteChunk,org.apache.coyote.Request);org.apache.coyote.ajp.AbstractAjpProcessor:recycle(boolean);org.apache.coyote.ajp.AbstractAjpProcessor:receive(boolean)"
CVE-2019-3774,7.5,CWE-611,org.springframework.batch.item.xml.builder.StaxEventItemReaderBuilder:build();org.springframework.batch.item.xml.StaxEventItemReader:doOpen()
CVE-2011-2204,1.9,CWE-200,"org.apache.catalina.mbeans.MemoryUserDatabaseMBean:removeGroup(java.lang.String);org.apache.catalina.mbeans.MemoryUserDatabaseMBean:createRole(java.lang.String,java.lang.String);org.apache.catalina.mbeans.MemoryUserDatabaseMBean:removeGroup(java.lang.String);org.apache.catalina.mbeans.MemoryUserDatabaseMBean:findRole(java.lang.String);org.apache.catalina.mbeans.MemoryUserDatabaseMBean:removeRole(java.lang.String);org.apache.catalina.mbeans.MemoryUserDatabaseMBean:createGroup(java.lang.String,java.lang.String);org.apache.catalina.mbeans.MemoryUserDatabaseMBean:removeUser(java.lang.String);org.apache.catalina.mbeans.MemoryUserDatabaseMBean:createUser(java.lang.String,java.lang.String,java.lang.String);org.apache.catalina.users.MemoryUserDatabase:save();org.apache.catalina.users.MemoryUser:toString();org.apache.catalina.mbeans.MemoryUserDatabaseMBean:removeUser(java.lang.String);org.apache.catalina.mbeans.MemoryUserDatabaseMBean:createRole(java.lang.String,java.lang.String);org.apache.catalina.mbeans.MemoryUserDatabaseMBean:createUser(java.lang.String,java.lang.String,java.lang.String);org.apache.catalina.mbeans.MemoryUserDatabaseMBean:findGroup(java.lang.String);org.apache.catalina.mbeans.MemoryUserDatabaseMBean:findUser(java.lang.String);org.apache.catalina.users.MemoryUserDatabase:save();org.apache.catalina.mbeans.MemoryUserDatabaseMBean:findUser(java.lang.String);org.apache.catalina.mbeans.MemoryUserDatabaseMBean:findRole(java.lang.String);org.apache.catalina.users.MemoryUser:toString();org.apache.catalina.mbeans.MemoryUserDatabaseMBean:createGroup(java.lang.String,java.lang.String);org.apache.catalina.mbeans.MemoryUserDatabaseMBean:findGroup(java.lang.String);org.apache.catalina.mbeans.MemoryUserDatabaseMBean:removeRole(java.lang.String)"
CVE-2021-39153,6.0,CWE-502;CWE-434,"com.thoughtworks.xstream.XStream:setupSecurity();com.thoughtworks.xstream.XStream:addPermission(com.thoughtworks.xstream.security.TypePermission);com.thoughtworks.xstream.XStream:readResolve();com.thoughtworks.xstream.XStream:unmarshal(com.thoughtworks.xstream.io.HierarchicalStreamReader,java.lang.Object,com.thoughtworks.xstream.converters.DataHolder);com.thoughtworks.xstream.XStreamer:fromXML(com.thoughtworks.xstream.io.HierarchicalStreamDriver,java.io.Reader,com.thoughtworks.xstream.security.TypePermission[]);com.thoughtworks.xstream.XStream:setupDefaultSecurity(com.thoughtworks.xstream.XStream);com.thoughtworks.xstream.XStreamer:toXML(com.thoughtworks.xstream.XStream,java.lang.Object,java.io.Writer)"
CVE-2016-2175,7.5,,org.apache.jempbox.impl.XMLUtil:parse(java.io.InputStream);org.apache.jempbox.impl.XMLUtil:parse(java.io.InputStream)
CVE-2020-35210,4.0,CWE-770,io.atomix.protocols.raft.protocol.AppendRequest:equals(java.lang.Object);io.atomix.protocols.raft.protocol.OpenSessionRequest:equals(java.lang.Object);io.atomix.protocols.raft.protocol.PollRequest:equals(java.lang.Object);io.atomix.protocols.raft.storage.snapshot.Snapshot:equals(java.lang.Object);io.atomix.protocols.raft.cluster.impl.DefaultRaftMember:equals(java.lang.Object);io.atomix.protocols.raft.protocol.ConfigureRequest:equals(java.lang.Object)
CVE-2014-0109,4.3,CWE-399,org.apache.cxf.interceptor.FIStaxInInterceptor:handleMessage(org.apache.cxf.message.Message)
CVE-2017-9803,6.0,CWE-287,org.apache.solr.security.DelegationTokenKerberosFilter:init(javax.servlet.FilterConfig);org.apache.solr.security.DelegationTokenKerberosFilter$SolrZkToCuratorCredentialsACLs:createACLProvider(org.apache.solr.common.cloud.SolrZkClient);org.apache.solr.security.DelegationTokenKerberosFilter$SolrZkToCuratorCredentialsACLs:<init>(org.apache.solr.common.cloud.SolrZkClient);org.apache.solr.security.DelegationTokenKerberosFilter:getCuratorClient(org.apache.solr.common.cloud.SolrZkClient)
CVE-2021-22112,9.0,,"org.springframework.security.web.context.HttpSessionSecurityContextRepository:saveContext(org.springframework.security.core.context.SecurityContext,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse);org.springframework.security.web.context.HttpSessionSecurityContextRepository$SaveToSessionResponseWrapper:contextChanged(org.springframework.security.core.context.SecurityContext);org.springframework.security.web.context.HttpSessionSecurityContextRepository$SaveToSessionResponseWrapper:saveContext(org.springframework.security.core.context.SecurityContext)"
CVE-2021-36151,2.1,CWE-200,org.apache.gobblin.util.DownloadUtils:getIvySettingsFile()
CVE-2017-3166,4.6,CWE-732,"org.apache.hadoop.mapreduce.filecache.ClientDistributedCacheManager:checkPermissionOfOther(org.apache.hadoop.fs.FileSystem,org.apache.hadoop.fs.Path,org.apache.hadoop.fs.permission.FsAction,java.util.Map)"
CVE-2016-4461,9.0,CWE-20,"com.opensymphony.xwork2.DefaultActionInvocation:invokeAction(java.lang.Object,com.opensymphony.xwork2.config.entities.ActionConfig);com.opensymphony.xwork2.ognl.OgnlUtil:setValue(java.lang.String,java.util.Map,java.lang.Object,java.lang.Object)"
